"Refid","agent","targetSpecies","labTest","ShortBibliography","FullBibliography","Author","Title","Abstract","publicationYear"
52043,"Newcastle disease","Chickens (Gallus)","Haemagglutination inhibition test (HIT)","Sheng, et al. 2019.","Sheng, Y., Wang, K., Lu, Q., Ji, P., Liu, B., Zhu, J., Liu, Q., Sun, Y., Zhang, J., Zhou, E.-M., Zhao, Q. (2019).  Nanobody-horseradish peroxidase fusion protein as an ultrasensitive probe to detect antibodies against Newcastle disease virus in the immunoassay Journal of Nanobiotechnology, 17(1),  #Pages#","Sheng, Y., Wang, K., Lu, Q., Ji, P., Liu, B., Zhu, J., Liu, Q., Sun, Y., Zhang, J., Zhou, E.-M., Zhao, Q.","Nanobody-horseradish peroxidase fusion protein as an ultrasensitive probe to detect antibodies against Newcastle disease virus in the immunoassay","Background: Sensitive and specific antibodies can be used as essential probes to develop competitive enzyme-linked immunosorbent assay (cELISA). However, traditional antibodies are difficult to produce, only available in limited quantities, and ineffective as enzymatic labels. Nanobodies, which are single-domain antibodies (sdAbs), offer an alternative, more promising tool to circumvent these limitations. In the present work, a cELISA using nanobody-horseradish peroxidase (HRP) fusion protein firstly designed as a probe was developed for detecting anti-Newcastle disease virus (NDV) antibodies in chicken sera. Results: In the study, a platform for the rapid and simple production of nanobody-HRP fusion protein was constructed. First, a total of 9 anti-NDV-NP protein nanobodies were screened from a immunised Bactrian camel. Then, the Nb5-HRP fusions were produced with the platform and used for the first time as sensitive reagents for developing cELISA to detect anti-NDV antibodies. The cut-off value of the cELISA was 18%, and the sensitivity and specificity were respectively 100% and 98.6%. The HI test and commercial ELISA kit (IDEXX) separately agreed 97.83% and 98.1% with cELISA when testing clinical chicken sera and both agreed 100% when testing egg yolks. However, for detecting anti-NDV antibodies in the sequential sera from the challenged chickens, cELISA demonstrated to be more sensitive than the HI test and commercial ELISA kit. Moreover, a close correlation (R2 = 0.914) was found between the percent competitive inhibition values of cELISA and HI titers. Conclusions: A platform was successfully designed to easily and rapidly produce the nanobody-HRP fusion protein, which was the first time to be used as reagents for establishing cELISA. Results suggest that the platform supports the development of a cELISA with high sensitivity, simplicity, and rapid detection of anti-NDV antibodies. Overall, we believe that the platform based on nanobody-HRP fusions can be widely used for future investigations and treatment other diseases and viruses. © 2019 The Author(s).",2019
52075,"Newcastle disease","Chickens (Gallus)","Haemagglutination inhibition test (HIT)","Domanska-Blicharz, et al. 2019.","Domanska-Blicharz, K., Tyborowska, J., Sajewicz-Krukowska, J., Olszewska-Tomczyk, M., Rabalski, L., Kucharczyk, K., Szewczyk, B., Smietanka, K. (2019).  Development of a recombinant NP protein based indirect ELISA for the detection of antibodies against Newcastle disease virus and differentiation of infected or recombinant vaccine immunized chickens Polish Journal of Veterinary Sciences, 22(3),  531","Domanska-Blicharz, K., Tyborowska, J., Sajewicz-Krukowska, J., Olszewska-Tomczyk, M., Rabalski, L., Kucharczyk, K., Szewczyk, B., Smietanka, K.","Development of a recombinant NP protein based indirect ELISA for the detection of antibodies against Newcastle disease virus and differentiation of infected or recombinant vaccine immunized chickens","Newcastle disease (ND) is a highly contagious and economically important disease in the poultry industry caused by avian avulavirus-1, historically known as Newcastle disease virus (NDV). Control of ND primarily relies on prophylactic vaccination of flocks, and many vaccines are available on the market, both conventional and more recently introduced new generation recombinant types. To assess the protection level achieved by vaccination ELISA tests are typically used, they also are to track an infection with field strains in non-vaccinated flocks. Special modifications of ELISA can be used as a screening tool to detect infection in flocks vaccinated with new generation vaccines. In this study, we have developed an ELISA test for the detection of antibodies against the nucleoprotein (NP) of NDV and for differentiation of chickens vaccinated with commercial and prototype in-house recombinant vector vaccines from those infected with field NDV strains. The NP gene of LaSota NDV strain expressed in a baculovirus vector was used as a coating antigen in the ELISA. The developed test was optimized, validated and compared to other serological tests. The sensitivity, specificity and accuracy of recombinant NP protein-based ELISA were respectively 96.1%, 96.3%, and 96.2%. Inter-rater (kappa) agreement between the NP-ELISA and the gold standard HI test was calculated to be 0.995. In our comparisons, commercially available ELISA tests revealed different specificities ranging from 95.5–100% and sensitivities at variance, ranging from 90.1 to 99.0%. A high level of maternally derived antibodies was measured in the serum of 1-day-old broilers in the NP-ELISA assay. These antibodies had disappeared and were undetected at 3, 5 and 6 weeks post-vaccination but birds became positive again at 2 weeks after control infection with a velogenic NDV strain. In SPF chickens, antibodies against NP protein were detected only after a challenge. The recombinant NP protein-based ELISA test is sensitive, specific and accurate when compared to the gold standard HI test and commercially available kits. Moreover, the method could be also used for the differentiation between vaccinated and infected birds. © 2019 Polish Academy of Sciences. All rights reserved.",2019
52075,"Newcastle disease","Chickens (Gallus)","Enzyme linked immunosorbent assay (ELISA)","Domanska-Blicharz, et al. 2019.","Domanska-Blicharz, K., Tyborowska, J., Sajewicz-Krukowska, J., Olszewska-Tomczyk, M., Rabalski, L., Kucharczyk, K., Szewczyk, B., Smietanka, K. (2019).  Development of a recombinant NP protein based indirect ELISA for the detection of antibodies against Newcastle disease virus and differentiation of infected or recombinant vaccine immunized chickens Polish Journal of Veterinary Sciences, 22(3),  531","Domanska-Blicharz, K., Tyborowska, J., Sajewicz-Krukowska, J., Olszewska-Tomczyk, M., Rabalski, L., Kucharczyk, K., Szewczyk, B., Smietanka, K.","Development of a recombinant NP protein based indirect ELISA for the detection of antibodies against Newcastle disease virus and differentiation of infected or recombinant vaccine immunized chickens","Newcastle disease (ND) is a highly contagious and economically important disease in the poultry industry caused by avian avulavirus-1, historically known as Newcastle disease virus (NDV). Control of ND primarily relies on prophylactic vaccination of flocks, and many vaccines are available on the market, both conventional and more recently introduced new generation recombinant types. To assess the protection level achieved by vaccination ELISA tests are typically used, they also are to track an infection with field strains in non-vaccinated flocks. Special modifications of ELISA can be used as a screening tool to detect infection in flocks vaccinated with new generation vaccines. In this study, we have developed an ELISA test for the detection of antibodies against the nucleoprotein (NP) of NDV and for differentiation of chickens vaccinated with commercial and prototype in-house recombinant vector vaccines from those infected with field NDV strains. The NP gene of LaSota NDV strain expressed in a baculovirus vector was used as a coating antigen in the ELISA. The developed test was optimized, validated and compared to other serological tests. The sensitivity, specificity and accuracy of recombinant NP protein-based ELISA were respectively 96.1%, 96.3%, and 96.2%. Inter-rater (kappa) agreement between the NP-ELISA and the gold standard HI test was calculated to be 0.995. In our comparisons, commercially available ELISA tests revealed different specificities ranging from 95.5–100% and sensitivities at variance, ranging from 90.1 to 99.0%. A high level of maternally derived antibodies was measured in the serum of 1-day-old broilers in the NP-ELISA assay. These antibodies had disappeared and were undetected at 3, 5 and 6 weeks post-vaccination but birds became positive again at 2 weeks after control infection with a velogenic NDV strain. In SPF chickens, antibodies against NP protein were detected only after a challenge. The recombinant NP protein-based ELISA test is sensitive, specific and accurate when compared to the gold standard HI test and commercially available kits. Moreover, the method could be also used for the differentiation between vaccinated and infected birds. © 2019 Polish Academy of Sciences. All rights reserved.",2019
52077,"Newcastle disease","Chickens (Gallus)","Haemagglutination inhibition test (HIT)","Kannaki, et al. 2019.","Kannaki, T.R., Priyanka, E., Haunshi, S. (2019).  Concanavalin A- Sandwich-ELISA for the detection of antibodies against Newcastle disease virus (NDV) in chicken Indian Journal of Animal Research, 53(12),  1656","Kannaki, T.R., Priyanka, E., Haunshi, S.","Concanavalin A- Sandwich-ELISA for the detection of antibodies against Newcastle disease virus (NDV) in chicken","Concanavalin A (Con A), a lectin interacts with carbohydrate moieties of viruses and provide stable and sensitive detection when used as a capture agent. Indirect ELISA methods need purified Newcastle disease virus (NDV) or recombinant antigens for adsorption, whereas use of Con A as capture agent will enable the use of non-purified and non-concentrated virus as antigen replacing costly and time-consuming virus purification step. Con A based sandwich ELISA with nonpurified NDV whole virus antigen with single serum dilution format has been developed in this study. The optimum concentrations of the capture agent, Con A and non-purified antigen preparations were determined by checker-board titration. Briefly, microplates were coated with predetermined optimum concentration of ConA (0.5 mg/ml; 50µg per well) and incubated for 18h at 4°C. After washing, allantoic fluid with Newcastle disease virus (NDV) LaSota (HA titre, 210) at a constant predetermined dilution (1:1; 50µl) was coated and incubated for 45 min at 37°C, followed by blocking with 2 % bovine serum albumin for 45 min at 37°C. The antigen coated plates were used in the detection of antibody titre against NDV in serum samples at single serum dilution of 1: 500. Then, wells were added with goat anti-chicken IgG horseradish peroxidase conjugate and incubated for 1h at 37°C, followed by addition of TMB substrate and the plates were read spectrophotometrically at 450 nm. ELISA antibody titres were determined by standard serial dilution of positive sera and endpoints were calculated by a subtraction method. By using positive negative threshold curve (PNT), intercept and slope of the standard curve were calculated. Total of 271 random chicken serum samples were analyzed for antibodies against NDV by Haemagglutination inhibition assay (HI), indirect ELISA and compared with the Con A- S- ELISA developed in this study. The Con A-S-ELISA showed a high coefficient of correlation (r=0.85, n=271, P<0.01) and an agreement of <U+03BA>=0.99 with the commercially available Indirect-ELISA. The relative sensitivity and specificity were 98% and 85% respectively in comparison to HI test. Hence, the Con A-S-ELISA is a simple, easy and effective for monitoring serum antibody levels against NDV. © 2019 Agricultural Research Communication Centre. All rights reserved.",2019
52077,"Newcastle disease","Chickens (Gallus)","Indirect ELISA (I-ELISA)","Kannaki, et al. 2019.","Kannaki, T.R., Priyanka, E., Haunshi, S. (2019).  Concanavalin A- Sandwich-ELISA for the detection of antibodies against Newcastle disease virus (NDV) in chicken Indian Journal of Animal Research, 53(12),  1656","Kannaki, T.R., Priyanka, E., Haunshi, S.","Concanavalin A- Sandwich-ELISA for the detection of antibodies against Newcastle disease virus (NDV) in chicken","Concanavalin A (Con A), a lectin interacts with carbohydrate moieties of viruses and provide stable and sensitive detection when used as a capture agent. Indirect ELISA methods need purified Newcastle disease virus (NDV) or recombinant antigens for adsorption, whereas use of Con A as capture agent will enable the use of non-purified and non-concentrated virus as antigen replacing costly and time-consuming virus purification step. Con A based sandwich ELISA with nonpurified NDV whole virus antigen with single serum dilution format has been developed in this study. The optimum concentrations of the capture agent, Con A and non-purified antigen preparations were determined by checker-board titration. Briefly, microplates were coated with predetermined optimum concentration of ConA (0.5 mg/ml; 50µg per well) and incubated for 18h at 4°C. After washing, allantoic fluid with Newcastle disease virus (NDV) LaSota (HA titre, 210) at a constant predetermined dilution (1:1; 50µl) was coated and incubated for 45 min at 37°C, followed by blocking with 2 % bovine serum albumin for 45 min at 37°C. The antigen coated plates were used in the detection of antibody titre against NDV in serum samples at single serum dilution of 1: 500. Then, wells were added with goat anti-chicken IgG horseradish peroxidase conjugate and incubated for 1h at 37°C, followed by addition of TMB substrate and the plates were read spectrophotometrically at 450 nm. ELISA antibody titres were determined by standard serial dilution of positive sera and endpoints were calculated by a subtraction method. By using positive negative threshold curve (PNT), intercept and slope of the standard curve were calculated. Total of 271 random chicken serum samples were analyzed for antibodies against NDV by Haemagglutination inhibition assay (HI), indirect ELISA and compared with the Con A- S- ELISA developed in this study. The Con A-S-ELISA showed a high coefficient of correlation (r=0.85, n=271, P<0.01) and an agreement of <U+03BA>=0.99 with the commercially available Indirect-ELISA. The relative sensitivity and specificity were 98% and 85% respectively in comparison to HI test. Hence, the Con A-S-ELISA is a simple, easy and effective for monitoring serum antibody levels against NDV. © 2019 Agricultural Research Communication Centre. All rights reserved.",2019
52077,"Newcastle disease","Chickens (Gallus)","Enzyme linked immunosorbent assay (ELISA)","Kannaki, et al. 2019.","Kannaki, T.R., Priyanka, E., Haunshi, S. (2019).  Concanavalin A- Sandwich-ELISA for the detection of antibodies against Newcastle disease virus (NDV) in chicken Indian Journal of Animal Research, 53(12),  1656","Kannaki, T.R., Priyanka, E., Haunshi, S.","Concanavalin A- Sandwich-ELISA for the detection of antibodies against Newcastle disease virus (NDV) in chicken","Concanavalin A (Con A), a lectin interacts with carbohydrate moieties of viruses and provide stable and sensitive detection when used as a capture agent. Indirect ELISA methods need purified Newcastle disease virus (NDV) or recombinant antigens for adsorption, whereas use of Con A as capture agent will enable the use of non-purified and non-concentrated virus as antigen replacing costly and time-consuming virus purification step. Con A based sandwich ELISA with nonpurified NDV whole virus antigen with single serum dilution format has been developed in this study. The optimum concentrations of the capture agent, Con A and non-purified antigen preparations were determined by checker-board titration. Briefly, microplates were coated with predetermined optimum concentration of ConA (0.5 mg/ml; 50µg per well) and incubated for 18h at 4°C. After washing, allantoic fluid with Newcastle disease virus (NDV) LaSota (HA titre, 210) at a constant predetermined dilution (1:1; 50µl) was coated and incubated for 45 min at 37°C, followed by blocking with 2 % bovine serum albumin for 45 min at 37°C. The antigen coated plates were used in the detection of antibody titre against NDV in serum samples at single serum dilution of 1: 500. Then, wells were added with goat anti-chicken IgG horseradish peroxidase conjugate and incubated for 1h at 37°C, followed by addition of TMB substrate and the plates were read spectrophotometrically at 450 nm. ELISA antibody titres were determined by standard serial dilution of positive sera and endpoints were calculated by a subtraction method. By using positive negative threshold curve (PNT), intercept and slope of the standard curve were calculated. Total of 271 random chicken serum samples were analyzed for antibodies against NDV by Haemagglutination inhibition assay (HI), indirect ELISA and compared with the Con A- S- ELISA developed in this study. The Con A-S-ELISA showed a high coefficient of correlation (r=0.85, n=271, P<0.01) and an agreement of <U+03BA>=0.99 with the commercially available Indirect-ELISA. The relative sensitivity and specificity were 98% and 85% respectively in comparison to HI test. Hence, the Con A-S-ELISA is a simple, easy and effective for monitoring serum antibody levels against NDV. © 2019 Agricultural Research Communication Centre. All rights reserved.",2019
52170,"Newcastle disease","Chickens (Gallus)","Enzyme linked immunosorbent assay (ELISA)","Zhao, et al. 2018.","Zhao, N., Grund, C., Beer, M., Harder, T.C. (2018).  Engineered recombinant protein products of the avian paramyxovirus type-1 nucleocapsid and phosphoprotein genes for serological diagnosis Virology Journal, 15(1),  #Pages#","Zhao, N., Grund, C., Beer, M., Harder, T.C.","Engineered recombinant protein products of the avian paramyxovirus type-1 nucleocapsid and phosphoprotein genes for serological diagnosis","Background: Virulent Newcastle disease virus (NDV, avian Avulavirus-1, APMV-1) induces a highly contagious and lethal systemic disease in gallinaceous poultry. APMV-1 antibody detection is used for surveillance and to control vaccination, but is hampered by cross-reactivity to other subtypes of avian Avulaviruses. Data are lacking concerning the applicability of NDV V proteins as differential diagnostic marker to distinguish vaccinated from virus-infected birds (DIVA strategy). Methods: Full length and C-terminally truncated nucleocapsid (NP) protein, and the unique C-terminal regions of the phospho- (P) and V proteins of the NDV LaSota strain were bacterially expressed as fusion proteins with the multimerization domain of the human C4 binding protein, and used as diagnostic antigens in indirect ELISA. Results: When used as diagnostic antigen in indirect ELISAs, recombinant full-length proved to be a sensitive target to detect seroconversion in chickens after APMV-1 vaccination and infection, but revealed some degree of cross reactivity with sera raised against other APMV subtypes. Cross reactivity was abolished but also sensitivity decreased when employing a C-terminal fragment of the NP of NDV as diagnostic antigen. Antibodies to the NDV V protein were mounted in poultry following NDV infection but also, albeit at lower rates and titers, after vaccination with attenuated NDV vaccines. V-specific seroconversion within the flock was incomplete and titers in individual bird transient. Conclusions: Indirect ELISA based on bacterially expressed recombinant full-length NP compared favorably with a commercial NDV ELISA based on whole virus antigen, but cross reactivity between the NP proteins of different APMV subtypes could compromise specificity. However, specificity increased when using a less conserved C-terminal fragment of NP instead. Moreover, a serological DIVA strategy built on the NDV V protein was not feasible due to reduced immunogenicity of the V protein and frequent use of live-attenuated NDV vaccines. © 2018 The Author(s).",2018
52170,"Newcastle disease","Chickens (Gallus)","Haemagglutination inhibition test (HIT)","Zhao, et al. 2018.","Zhao, N., Grund, C., Beer, M., Harder, T.C. (2018).  Engineered recombinant protein products of the avian paramyxovirus type-1 nucleocapsid and phosphoprotein genes for serological diagnosis Virology Journal, 15(1),  #Pages#","Zhao, N., Grund, C., Beer, M., Harder, T.C.","Engineered recombinant protein products of the avian paramyxovirus type-1 nucleocapsid and phosphoprotein genes for serological diagnosis","Background: Virulent Newcastle disease virus (NDV, avian Avulavirus-1, APMV-1) induces a highly contagious and lethal systemic disease in gallinaceous poultry. APMV-1 antibody detection is used for surveillance and to control vaccination, but is hampered by cross-reactivity to other subtypes of avian Avulaviruses. Data are lacking concerning the applicability of NDV V proteins as differential diagnostic marker to distinguish vaccinated from virus-infected birds (DIVA strategy). Methods: Full length and C-terminally truncated nucleocapsid (NP) protein, and the unique C-terminal regions of the phospho- (P) and V proteins of the NDV LaSota strain were bacterially expressed as fusion proteins with the multimerization domain of the human C4 binding protein, and used as diagnostic antigens in indirect ELISA. Results: When used as diagnostic antigen in indirect ELISAs, recombinant full-length proved to be a sensitive target to detect seroconversion in chickens after APMV-1 vaccination and infection, but revealed some degree of cross reactivity with sera raised against other APMV subtypes. Cross reactivity was abolished but also sensitivity decreased when employing a C-terminal fragment of the NP of NDV as diagnostic antigen. Antibodies to the NDV V protein were mounted in poultry following NDV infection but also, albeit at lower rates and titers, after vaccination with attenuated NDV vaccines. V-specific seroconversion within the flock was incomplete and titers in individual bird transient. Conclusions: Indirect ELISA based on bacterially expressed recombinant full-length NP compared favorably with a commercial NDV ELISA based on whole virus antigen, but cross reactivity between the NP proteins of different APMV subtypes could compromise specificity. However, specificity increased when using a less conserved C-terminal fragment of NP instead. Moreover, a serological DIVA strategy built on the NDV V protein was not feasible due to reduced immunogenicity of the V protein and frequent use of live-attenuated NDV vaccines. © 2018 The Author(s).",2018
52170,"Newcastle disease","Turkeys (Meleagridis)","Haemagglutination inhibition test (HIT)","Zhao, et al. 2018.","Zhao, N., Grund, C., Beer, M., Harder, T.C. (2018).  Engineered recombinant protein products of the avian paramyxovirus type-1 nucleocapsid and phosphoprotein genes for serological diagnosis Virology Journal, 15(1),  #Pages#","Zhao, N., Grund, C., Beer, M., Harder, T.C.","Engineered recombinant protein products of the avian paramyxovirus type-1 nucleocapsid and phosphoprotein genes for serological diagnosis","Background: Virulent Newcastle disease virus (NDV, avian Avulavirus-1, APMV-1) induces a highly contagious and lethal systemic disease in gallinaceous poultry. APMV-1 antibody detection is used for surveillance and to control vaccination, but is hampered by cross-reactivity to other subtypes of avian Avulaviruses. Data are lacking concerning the applicability of NDV V proteins as differential diagnostic marker to distinguish vaccinated from virus-infected birds (DIVA strategy). Methods: Full length and C-terminally truncated nucleocapsid (NP) protein, and the unique C-terminal regions of the phospho- (P) and V proteins of the NDV LaSota strain were bacterially expressed as fusion proteins with the multimerization domain of the human C4 binding protein, and used as diagnostic antigens in indirect ELISA. Results: When used as diagnostic antigen in indirect ELISAs, recombinant full-length proved to be a sensitive target to detect seroconversion in chickens after APMV-1 vaccination and infection, but revealed some degree of cross reactivity with sera raised against other APMV subtypes. Cross reactivity was abolished but also sensitivity decreased when employing a C-terminal fragment of the NP of NDV as diagnostic antigen. Antibodies to the NDV V protein were mounted in poultry following NDV infection but also, albeit at lower rates and titers, after vaccination with attenuated NDV vaccines. V-specific seroconversion within the flock was incomplete and titers in individual bird transient. Conclusions: Indirect ELISA based on bacterially expressed recombinant full-length NP compared favorably with a commercial NDV ELISA based on whole virus antigen, but cross reactivity between the NP proteins of different APMV subtypes could compromise specificity. However, specificity increased when using a less conserved C-terminal fragment of NP instead. Moreover, a serological DIVA strategy built on the NDV V protein was not feasible due to reduced immunogenicity of the V protein and frequent use of live-attenuated NDV vaccines. © 2018 The Author(s).",2018
52170,"Newcastle disease","Turkeys (Meleagridis)","Enzyme linked immunosorbent assay (ELISA)","Zhao, et al. 2018.","Zhao, N., Grund, C., Beer, M., Harder, T.C. (2018).  Engineered recombinant protein products of the avian paramyxovirus type-1 nucleocapsid and phosphoprotein genes for serological diagnosis Virology Journal, 15(1),  #Pages#","Zhao, N., Grund, C., Beer, M., Harder, T.C.","Engineered recombinant protein products of the avian paramyxovirus type-1 nucleocapsid and phosphoprotein genes for serological diagnosis","Background: Virulent Newcastle disease virus (NDV, avian Avulavirus-1, APMV-1) induces a highly contagious and lethal systemic disease in gallinaceous poultry. APMV-1 antibody detection is used for surveillance and to control vaccination, but is hampered by cross-reactivity to other subtypes of avian Avulaviruses. Data are lacking concerning the applicability of NDV V proteins as differential diagnostic marker to distinguish vaccinated from virus-infected birds (DIVA strategy). Methods: Full length and C-terminally truncated nucleocapsid (NP) protein, and the unique C-terminal regions of the phospho- (P) and V proteins of the NDV LaSota strain were bacterially expressed as fusion proteins with the multimerization domain of the human C4 binding protein, and used as diagnostic antigens in indirect ELISA. Results: When used as diagnostic antigen in indirect ELISAs, recombinant full-length proved to be a sensitive target to detect seroconversion in chickens after APMV-1 vaccination and infection, but revealed some degree of cross reactivity with sera raised against other APMV subtypes. Cross reactivity was abolished but also sensitivity decreased when employing a C-terminal fragment of the NP of NDV as diagnostic antigen. Antibodies to the NDV V protein were mounted in poultry following NDV infection but also, albeit at lower rates and titers, after vaccination with attenuated NDV vaccines. V-specific seroconversion within the flock was incomplete and titers in individual bird transient. Conclusions: Indirect ELISA based on bacterially expressed recombinant full-length NP compared favorably with a commercial NDV ELISA based on whole virus antigen, but cross reactivity between the NP proteins of different APMV subtypes could compromise specificity. However, specificity increased when using a less conserved C-terminal fragment of NP instead. Moreover, a serological DIVA strategy built on the NDV V protein was not feasible due to reduced immunogenicity of the V protein and frequent use of live-attenuated NDV vaccines. © 2018 The Author(s).",2018
52377,"Newcastle disease","Chickens (Gallus)","Haemagglutination inhibition test (HIT)","Das, et al. 2015.","Das, M., Kumar, S. (2015).  Recombinant phosphoprotein based single serum dilution ELISA for rapid serological detection of Newcastle disease virus Journal of Virological Methods, 225(#issue#),  64","Das, M., Kumar, S.","Recombinant phosphoprotein based single serum dilution ELISA for rapid serological detection of Newcastle disease virus","Newcastle disease virus (NDV) is the causative agent of a highly contagious disease in avian species. All strains of NDV belong to avian paramyxovirus serotype-1. The disease is endemic in different parts of the world and vaccination is the only way to protect birds from NDV infection. The virus non-structural phosphoprotein (P) is the second most abundant protein and a major modulator of viral replication. Although P protein shows lesser evolutionary divergence among NDV isolates, it is known to be highly divergent among different avian paramyxovirus serotypes. In the present study, a recombinant P protein based single serum dilution ELISA was developed which showed better sensitivity, specificity and accuracy as compared to conventional methods for NDV detection. The recombinant P protein based ELISA could be an alternative to existing diagnostics against NDV infection in chickens. © 2015 Elsevier B.V.",2015
52377,"Newcastle disease","Chickens (Gallus)","Enzyme linked immunosorbent assay (ELISA)","Das, et al. 2015.","Das, M., Kumar, S. (2015).  Recombinant phosphoprotein based single serum dilution ELISA for rapid serological detection of Newcastle disease virus Journal of Virological Methods, 225(#issue#),  64","Das, M., Kumar, S.","Recombinant phosphoprotein based single serum dilution ELISA for rapid serological detection of Newcastle disease virus","Newcastle disease virus (NDV) is the causative agent of a highly contagious disease in avian species. All strains of NDV belong to avian paramyxovirus serotype-1. The disease is endemic in different parts of the world and vaccination is the only way to protect birds from NDV infection. The virus non-structural phosphoprotein (P) is the second most abundant protein and a major modulator of viral replication. Although P protein shows lesser evolutionary divergence among NDV isolates, it is known to be highly divergent among different avian paramyxovirus serotypes. In the present study, a recombinant P protein based single serum dilution ELISA was developed which showed better sensitivity, specificity and accuracy as compared to conventional methods for NDV detection. The recombinant P protein based ELISA could be an alternative to existing diagnostics against NDV infection in chickens. © 2015 Elsevier B.V.",2015
52491,"Newcastle disease","Chickens (Gallus)","Reverse-transcription PCR (RT-PCR)","Javed, et al. 2014.","Javed, M., Rizvi, F., Manzoor, A.W., Awais, M.M., Shafqat Ali Khan, R., ul Haq Khan, A. (2014).  Comparative evaluation of conventional and molecular diagnostic methods for Newcastle disease during an outbreak in Punjab, Pakistan Pakistan Journal of Agricultural Sciences, 51(3),  701","Javed, M., Rizvi, F., Manzoor, A.W., Awais, M.M., Shafqat Ali Khan, R., ul Haq Khan, A.","Comparative evaluation of conventional and molecular diagnostic methods for Newcastle disease during an outbreak in Punjab, Pakistan","Field survey of broiler poultry farms suspected to be infected with Newcastle disease (ND) was carried out during an outbreak in district Faisalabad, Punjab in 2012. The validity of different diagnostic methods; like virus isolation, identification and two-step Reverse Transcriptase Polymerase Chain Reaction (RT-PCR), was assessed and compared for the effective and rapid diagnosis of ND virus (NDV). Moreover, suitability of different postmortem samples (pooled tissues) and clinical samples (tracheal swabs) was also evaluated for efficient diagnosis. A higher rate of NDV detection was found with pooled tissue samples than tracheal swabs with virus isolation, identification and RT-PCR tests. Coefficient of agreement (K value) was calculated and a perfect and substantial agreement was found between both antigen-detection assays with K value of 0.82 and 0.72 when applied on pooled tissues samples and tracheal swabs, respectively. After molecular detection of NDV, a significant relationship was observed between nervous signs and RT-PCR (P<1.00), while a non significant relationship of RT-PCR results was recorded with enteric and respiratory signs (P<0.08- 0.48). Data obtained from the field study suggests that pooled tissue samples are more suitable for the detection of NDV than tracheal swabs with both of the diagnostic techniques. Moreover, NDV detection rate was higher with RT-PCR than the conventional virus isolation and identification method along with an additional advantage of being quick to perform which is a basic necessity in case of ND outbreaks. © 2014 University of Agriculture. All rights reserved.",2014
52491,"Newcastle disease","Chickens (Gallus)","Virus Isolation (VI)","Javed, et al. 2014.","Javed, M., Rizvi, F., Manzoor, A.W., Awais, M.M., Shafqat Ali Khan, R., ul Haq Khan, A. (2014).  Comparative evaluation of conventional and molecular diagnostic methods for Newcastle disease during an outbreak in Punjab, Pakistan Pakistan Journal of Agricultural Sciences, 51(3),  701","Javed, M., Rizvi, F., Manzoor, A.W., Awais, M.M., Shafqat Ali Khan, R., ul Haq Khan, A.","Comparative evaluation of conventional and molecular diagnostic methods for Newcastle disease during an outbreak in Punjab, Pakistan","Field survey of broiler poultry farms suspected to be infected with Newcastle disease (ND) was carried out during an outbreak in district Faisalabad, Punjab in 2012. The validity of different diagnostic methods; like virus isolation, identification and two-step Reverse Transcriptase Polymerase Chain Reaction (RT-PCR), was assessed and compared for the effective and rapid diagnosis of ND virus (NDV). Moreover, suitability of different postmortem samples (pooled tissues) and clinical samples (tracheal swabs) was also evaluated for efficient diagnosis. A higher rate of NDV detection was found with pooled tissue samples than tracheal swabs with virus isolation, identification and RT-PCR tests. Coefficient of agreement (K value) was calculated and a perfect and substantial agreement was found between both antigen-detection assays with K value of 0.82 and 0.72 when applied on pooled tissues samples and tracheal swabs, respectively. After molecular detection of NDV, a significant relationship was observed between nervous signs and RT-PCR (P<1.00), while a non significant relationship of RT-PCR results was recorded with enteric and respiratory signs (P<0.08- 0.48). Data obtained from the field study suggests that pooled tissue samples are more suitable for the detection of NDV than tracheal swabs with both of the diagnostic techniques. Moreover, NDV detection rate was higher with RT-PCR than the conventional virus isolation and identification method along with an additional advantage of being quick to perform which is a basic necessity in case of ND outbreaks. © 2014 University of Agriculture. All rights reserved.",2014
