"Refid","agent","targetSpecies","ShortBibliography","FullBibliography","Author","Title","Abstract","publicationYear"
12069,"Japanese encephalitis virus","Human (homo sapiens) "," Solomon T, et al. 2003."," T. Solomon, N. M. Dung, B. Wills, R. Kneen, M. Gainsborough, T. V. Diet, T. T. N. Thuy, H. T. Loan, V. C. Khanh, D. W. Vaughn, N. J. White, J. J. Farrar (2003).  Interferon alfa-2a in Japanese encephalitis: a randomised double-blind placebo-controlled trial Lancet, 361(#issue#),  821-826"," T. Solomon, N. M. Dung, B. Wills, R. Kneen, M. Gainsborough, T. V. Diet, T. T. N. Thuy, H. T. Loan, V. C. Khanh, D. W. Vaughn, N. J. White, J. J. Farrar","Interferon alfa-2a in Japanese encephalitis: a randomised double-blind placebo-controlled trial","Background Japanese encephalitis virus (JEV), although confined to Asia, causes about 35 000-50 000 cases and 10 000 deaths every year, and is the most important cause of encephalitis worldwide. There is no known antiviral treatment for any flavivirus. Results from in-vitro studies and work in animals have shown inteferon alfa has antiviral activity on Japanese encephalitis and other flaviviruses; therefore, we aimed to assess the efficacy of inteferon alfa-2a in Japanese encephalitis. Methods We did a randomised double-blind placebo-controlled trial of interferon alfa-2a (10 million units/m(2), daily for 7 days) in 112 Vietnamese children with suspected Japanese encephalitis, 87 of whom had serologically confirmed infections. Our primary endpoints were hospital death or severe sequelae at discharge. Analysis was by intention to treat. Findings Overall, 21 children (19%) died, and 17 (15%) had severe sequelae. Outcome at discharge and 3 months did not differ between the two treatment groups; 20 children in the interferon group had a poor outcome (death or severe sequelae), compared with 18 in the placebo group (p=0.85, difference 0.1%, 95% CI-17.5 to 17.6%), there were no long-term side effects of interferon. Interpretation The doses of interferon alfa-2a given in this regimen did not improve the outcome of patients with Japanese encephalitis.",2003
12168,"Leishmania infantum","Dog (Canis lupus familiaris)"," Guarga JL, et al. 2002."," J. L. Guarga, J. Moreno, J. Lucientes, M. J. Gracia, M. A. Peribanez, J. A. Castillo (2002).  Evaluation of a specific immunochemotherapy for the treatment of canine visceral leishmaniasis Veterinary Immunology and Immunopathology, 88(#issue#),  13-20"," J. L. Guarga, J. Moreno, J. Lucientes, M. J. Gracia, M. A. Peribanez, J. A. Castillo","Evaluation of a specific immunochemotherapy for the treatment of canine visceral leishmaniasis","The efficacy of specific immunochemotherapy against Leishmania infantum infection in dog was studied. The effects on transmission of the disease, as well as the cellular and humoral immune response were examined. The treated animals showed a significant reduction in the infection rates that were detected in Phlebotomus perniciosus females fed on the dog. The humoral immune response, assayed with an indirect immunofluorescence antibody test (IFAT), did not show significant variations under the influence of the therapy. The characterisation of the peripheral blood mononuclear cells (PBMC) using flow cytometry indicated a significant increase in the proportion of T lymphocytes, especially of CD4/TcRalphabeta(+) and CD4/CD45RA(+) cells, without showing evidence for modifications in the other leukocyte subsets. Cellular lymphoproliferation studies indicated a lack of a specific response to soluble leishmanial antigen (SLA), but the non-specific lymphoproliferative capacity assayed with phytohemagglutinin (PHA) was maintained.",2002
12173,"Leishmania infantum","Human (homo sapiens) "," Gavgani ASM, et al. 2002."," A. S. M. Gavgani, M. H. Hodjati, H. Mohite, C. R. Davies (2002).  Effect of insecticide-impregnated dog collars on incidence of zoonotic visceral leishmaniasis in Iranian children: a matched-cluster randomised trial Lancet, 360(#issue#),  374-379"," A. S. M. Gavgani, M. H. Hodjati, H. Mohite, C. R. Davies","Effect of insecticide-impregnated dog collars on incidence of zoonotic visceral leishmaniasis in Iranian children: a matched-cluster randomised trial","Background Deltamethrin-impregnated dog collars reduce sandfly bite rates on dogs, and are effective in killing sandflies that attempt to feed. Because domestic dogs are the principal reservoir hosts of zoonotic visceral leishmaniasis, we tested whether community-wide application of dog collars could protect children against infection with Leishmania infantum, the parasite that causes the disease. Methods 18 villages were paired, matched by preintervention child prevalence of L infantum infection. Within pairs, villages were randomly assigned to either control or intervention. All domestic dogs in intervention villages were provided with collars for the transmission season. The main outcome measure was incidence of L infantum infection after 1 year measured by seroconversion. Secondary outcomes were leishmanin skin test (LST) conversion and seroconversion in dogs. Findings The seroconversion rate in children was 1.49% (17/1141) in the intervention villages and 2.41% (26/1078) in control villages (odds ratio 0.57, 95% Cl 0.36-0.90, p = 0.017). LST conversion was also lowered, but not significantly (odds ratio 0.66, 0.41-1.08, p = 0.096). The seroconversion rate in dogs in intervention villages was also significantly reduced (0.46, 0.30-0.70, p = 0.0003). Interpretation Community-wide application of deltamethrin-impregnated dog collars not only protects domestic dogs from L infantum infections, but might also reduce the risk of L infantum infection in children. These dog collars could have a role in control of visceral leishmaniasis and replace controversial dog culling programmes in some countries. However, the effectiveness of dog collars will depend on the importance of wild versus domestic canids as reservoir hosts of L infantum.",2002
12173,"Leishmania infantum","Dog (Canis lupus familiaris)"," Gavgani ASM, et al. 2002."," A. S. M. Gavgani, M. H. Hodjati, H. Mohite, C. R. Davies (2002).  Effect of insecticide-impregnated dog collars on incidence of zoonotic visceral leishmaniasis in Iranian children: a matched-cluster randomised trial Lancet, 360(#issue#),  374-379"," A. S. M. Gavgani, M. H. Hodjati, H. Mohite, C. R. Davies","Effect of insecticide-impregnated dog collars on incidence of zoonotic visceral leishmaniasis in Iranian children: a matched-cluster randomised trial","Background Deltamethrin-impregnated dog collars reduce sandfly bite rates on dogs, and are effective in killing sandflies that attempt to feed. Because domestic dogs are the principal reservoir hosts of zoonotic visceral leishmaniasis, we tested whether community-wide application of dog collars could protect children against infection with Leishmania infantum, the parasite that causes the disease. Methods 18 villages were paired, matched by preintervention child prevalence of L infantum infection. Within pairs, villages were randomly assigned to either control or intervention. All domestic dogs in intervention villages were provided with collars for the transmission season. The main outcome measure was incidence of L infantum infection after 1 year measured by seroconversion. Secondary outcomes were leishmanin skin test (LST) conversion and seroconversion in dogs. Findings The seroconversion rate in children was 1.49% (17/1141) in the intervention villages and 2.41% (26/1078) in control villages (odds ratio 0.57, 95% Cl 0.36-0.90, p = 0.017). LST conversion was also lowered, but not significantly (odds ratio 0.66, 0.41-1.08, p = 0.096). The seroconversion rate in dogs in intervention villages was also significantly reduced (0.46, 0.30-0.70, p = 0.0003). Interpretation Community-wide application of deltamethrin-impregnated dog collars not only protects domestic dogs from L infantum infections, but might also reduce the risk of L infantum infection in children. These dog collars could have a role in control of visceral leishmaniasis and replace controversial dog culling programmes in some countries. However, the effectiveness of dog collars will depend on the importance of wild versus domestic canids as reservoir hosts of L infantum.",2002
12230,"Leishmania infantum","Dog (Canis lupus familiaris)"," Melo MA, et al. 2002."," M. A. Melo, J. C. Franca-Silva, E. O. Azevedo, I. M. Tabosa, R. T. Da Costa, C. A. Da Costa, J. O. Costa, W. Mayrink, O. Genaro (2002).  Clinical trial on the efficacy of the N-methyl glucamine associated to immunotherapy in dogs, experimentally infected with Leishmania (Leishmania) chagasi Revue De Medecine Veterinaire, 153(#issue#),  75-84"," M. A. Melo, J. C. Franca-Silva, E. O. Azevedo, I. M. Tabosa, R. T. Da Costa, C. A. Da Costa, J. O. Costa, W. Mayrink, O. Genaro","Clinical trial on the efficacy of the N-methyl glucamine associated to immunotherapy in dogs, experimentally infected with Leishmania (Leishmania) chagasi","The available drugs for treatment of hum an visceral leishmaniasis do not frequently promote cure of the dogs. Whereas new drugs are not available for use in dogs, it is necessary to test therapeutic trials using old drugs in association with other agents. The objective of this experiment was to test the therapeutic efficacy of the antimonial N-methyl glucamine in association with an antigenic extract of Leishmania braziliensis in asymptomatic experimentally infected dogs. Thirty-two laboratory reared mongrel dogs were infected with 1x10(7) amastigotes of L. chagas! by via intravenous. During 450 days, the follow up was done by specific antibody detection, cellular immune response, and detection of the parasite in the bone marrow and other tissues. After the confirmation of the infection by antibody or parasite detection, the dogs were randomly allocated in four groups of eight animals each Group A received antigen (500 mug/day); Group B received Glucantime(R) (100 mg/Kg/day); Group C received the antigen plus Glucantime(R) and group D received no treatment. All dogs were submitted to necropsy 450 days after inoculation. They were all infected. After the treatment, parasites were found in 50 % of the dogs from Group A, 14.2 % in the Group B, 42.8 % in the group C and 71.4 % in the Group D. Antibody levels dropped in B and C groups, but still detectable, not completely disappearing, remaining serologically positive during the whole period of observation.",2002
12249,"Leishmania infantum","Dog (Canis lupus familiaris)"," Maroli M, et al. 2001."," M. Maroli, V. Mizzoni, C. Siragusa, A. D'Orazi, L. Gradoni (2001).  Evidence for an impact on the incidence of canine leishmaniasis by the mass use of deltamethrin-impregnated dog collars in southern Italy Medical and Veterinary Entomology, 15(#issue#),  358-363"," M. Maroli, V. Mizzoni, C. Siragusa, A. D'Orazi, L. Gradoni","Evidence for an impact on the incidence of canine leishmaniasis by the mass use of deltamethrin-impregnated dog collars in southern Italy","Dogs are the domestic reservoir of Leishmania infantum Nicolle (Kinetoplastida: Trypanosomatidae). the agent of zoonotic human visceral leishmaniasis. In southern Europe. where canine leishmaniasis (CanL) is widespread due to L. infantum, killing seropositive dogs is considered unacceptable and drug treatment has low efficacy in preventing transmission. We made a field evaluation of the efficacy of deltamethrin dog collars in a CanL focus of southern Italy, Mount Vesuvius area of Campania region. where the vector is Phlebotomus perniciosus Newstead (Diptera: Psychodidae). by assessing their impact on the incidence of CanL in an intervention town. compared to that in dogs of control towns where no collars were fitted. During two consecutive transmission seasons, collars were fitted to 350 (1998) and 354 (1999) dogs from San Sebastiano al Vesuvio (70% of the canine population). Control dogs (371 and 264 in the 2 years, respectively) were from four towns of the same area. Before each transmission season, the CanL seroprevalence in the intervention and control towns was evaluated by cross-sectional surveys and found to be similar (about 15% in 1998 and 10% in 1999, respectively). After each transmission period, incidence rates of seroconversions,Acre determined in adult dogs that were serologically negative before the season under evaluation. and in puppies. After the 1998 season. 2.7% of the dogs in the intervention town seroconverted compared to 5.4% in the control towns (50% protection. P=0.15). After the 1999 season, 3.5% of collared dogs seroconverted compared to 25.8% of control dogs (86% protection, P<0.001). The increase in seroconversion rates recorded in control dogs suggests an increase in the Leishmania force of infection in the canine reservoir during the 1999 sandfly season. as supported by the concomitant increase of human cases in control towns and in the whole Campania region. Our results suggest that the impact of mass use of deltamethrin-impregnated dog collars on the incidence of CanL may be negligible during low transmission seasons, or probably in low endemic foci, but can be very strong when the force of transmission is high.",2001
12259,"Bluetongue virus","Cattle (Bos taurus)"," Mullens BA, et al. 2001."," B. A. Mullens, A. C. Gerry, R. K. Velten (2001).  Failure of a permethrin treatment regime to protect cattle against bluetongue virus Journal of Medical Entomology, 38(#issue#),  760-762"," B. A. Mullens, A. C. Gerry, R. K. Velten","Failure of a permethrin treatment regime to protect cattle against bluetongue virus","Holstein heifers in a confined feedlot setting on a southern California dairy were either sprayed individually along the ventral midline using 0.2% permethrin (250 ml/animal) (two pens) or were not treated (two pens). Treatments (n = 6 dates) were applied every 2 wk during the peak fall bluetongue virus transmission season (22 August-29 October). Animals seronegative for bluetongue virus antibodies at the initial bleeding on 15-18 September (n = 106 in the treatment pens and n = 117 in the control pens) were bled again for testing 2 mo later (12-13 November). Seroconversion rates were not significantly different: 56% for the treated animals and 48% for the controls (P > 0.2). The area has many essentially contiguous confinement dairies with wastewater ponds that produce large numbers of Culicoides sonorensis Wirth & Jones, the primary bluetongue virus vector. Further, these dairies presumably provided a large reservoir of virus-infected cattle to infect vectors in the immediate area. Under these severe virus challenge conditions, permethrin applied at 2-wk intervals failed to reduce exposure to bluetongue virus.",2001
12408,"Ehrlichia ruminantium","Zebu (Bos indicus)"," Mattioli RC, et al. 2000."," R. C. Mattioli, M. Bah, R. Reibel, F. Jongejan (2000).  Cowdria ruminantium antibodies in acaricide-treated and untreated cattle exposed to Amblyomma variegatum ticks in The Gambia Experimental and Applied Acarology, 24(#issue#),  957-969"," R. C. Mattioli, M. Bah, R. Reibel, F. Jongejan","Cowdria ruminantium antibodies in acaricide-treated and untreated cattle exposed to Amblyomma variegatum ticks in The Gambia","An indirect enzyme-linked immunosorbent assay (ELISA), based on the major antigenic protein 1 fragment B (MAP1-B) of Cowdria ruminantium, was used to assess seroprevalence in cattle in The Gambia. Two groups of 20 N'Dama and 20 Gobra zebu cattle were monitored for 12 months with flumethrin treatment and for another 10 months without acaricidal treatment. Two groups of 20 N'Dama and 20 Gobra cattle served as untreated controls. During the period of acaricidal treatment, the cumulative proportions of positive serum samples were 25.6 +/- 5.6% ( +/- confidence interval) and 34.7 +/- 6.8% in treated N'Dama and Gobra cattle respectively; the proportion of positive sera in untreated cattle was 52.2 +/- 6.9% in N'Damas and 61.4 +/- 7.3% in Gobras. Within breed, difference in antibody prevalence between treated and untreated cattle was significant (P < 0.001) but between breed differences were not significant. In the 10 months following suspension of acaricide application, there was an increase of proportion of positive serum samples in previously treated N'Dama and Gobra cattle. In both previously treated and untreated animals the peak of positive seroreactions occurred during and subsequent to the period of activity of Amblyomma variegatum adults. Cumulative seroprevalences in previously treated N'Dama and Gobra cattle were 32.6 +/- 6.9% and 44.7 +/- 8.5%, respectively; in untreated animals seroprevalence was 38.6 +/- 7.2% in N'Dama and 65.3 +/- 8.4% in Gobra cattle. Throughout the study period, within the N'Dama breed, the seropositive rate in previously treated cattle did not differ from that in untreated animals. Conversely, within the Gobra breed, the number of positive seroreactions was higher (P < 0.002) in untreated animals than in previously treated cattle. These results provide a support for designing A. variegatum and heartwater control strategies, if necessary, in The Gambia in relation to cattle breeds.",2000
12454,"Leishmania infantum","Dog (Canis lupus familiaris)"," Rhalem A, et al. 1999."," A. Rhalem, H. Sahibi, S. Lasri, C. L. Jaffe (1999).  Analysis of immune responses in dogs with canine visceral leishmaniasis before, and after, drug treatment Veterinary Immunology and Immunopathology, 71(#issue#),  69-76"," A. Rhalem, H. Sahibi, S. Lasri, C. L. Jaffe","Analysis of immune responses in dogs with canine visceral leishmaniasis before, and after, drug treatment","The incidence of canine visceral leishmaniasis (CVL) is increasing in the Mediterranean region. Many drugs have been tested for treatment of CVL, but little is known regarding their effect on test immune responses. in our study, three dogs naturally infected with Leishmania infantum and five dogs experimentally infected with the same strain, were treated with dimethasulfonate pentamidine (Lomidine) and the immune response evaluated before, and after, treatment. After the last injection, animals began to gain weight and the major clinical signs disappeared. Antibody titers gradually decreased to low levels, six months after treatment. At the same time, antigen specific lymphoproliferation reappeared in the sampled animals. This study shows that, after treatment, immune cellular responses to leishmanial antigens, involved in protection against Leishmania infection, were established. (C) 1999 Elsevier Science B.V. All rights reserved.",1999
12504,"Leishmania infantum","Dog (Canis lupus familiaris)"," Denerolle P, et al. 1999."," P. Denerolle, G. Bourdoiseau (1999).  Combination allopurinol and antimony treatment versus antimony alone and allopurinol alone in the treatment of canine leishmaniasis (96 cases) Journal of Veterinary Internal Medicine, 13(#issue#),  413-415"," P. Denerolle, G. Bourdoiseau","Combination allopurinol and antimony treatment versus antimony alone and allopurinol alone in the treatment of canine leishmaniasis (96 cases)","The aim of the present study was to evaluate the long-term clinical outcome for dogs with leishmaniasis that were treated with 3 different protocols: combined treatment with antimony and allopurinol, antimony alone, or allopurinol alone. Ninety-six dogs included in this study were determined to have leishmaniasis on the basis of (1) clinical features, (2) identification of the parasite in smears of lymph node, bone marrow aspirates, or skin biopsies, and (3) specific immunofluorescent assay. Three groups of dogs were defined: 45 dogs (group 1) were treated with antimony (100 mg/kg SC q24h) given concurrently for 1 month with allopurinol (15 mg/kg PO q12h), and then allopurinol alone for 8 months at the same dosage; 40 dogs (group 2) were treated with antimony alone according to the manufacturer's instructions (200 mg/kg SC q24h at 2-day intervals for 3-6 months); and 11 dogs (group 3) were treated with allopurinol alone (15 mg/kg PO q12h for 1-20 months). Information concerning signalment, history, physical examination findings, serologic testing and number of dogs becoming seronegative, outcome for each treated dog (clinical cure versus failure), and long-term survival were recorded. The numbers of the clinical cures versus failures were significantly different among the 3 groups (chi(2) = 17.77, P < .001), between groups 1 and 2 (chi(2) = 8.02, P < .01), between groups 2 and 3 (chi(2) = 11.00, P < .01), and between groups 1 and 3 (chi(2) = 16.52, P < .001). No significant difference between groups 1 and 2 was noted in the type of failure (relapse or death), serologic test results, and number of survival years (chi(2) = 2.79. P > .05). The results of the present study indicate that antimony in combination with allopurinol produces better results than antimony alone or allopurinol alone for the treatment of the canine leishmaniasis. With combination treatment, duration of treatment with antimony is shorter and long-term administration of allopurinol is well tolerated.",1999
12589,"Leishmania infantum","Human (homo sapiens) "," Berman JD, et al. 1998."," J. D. Berman, R. Badaro, C. P. Thakur, K. M. Wasunna, K. Behbehani, R. Davidson, F. Kuzoe, L. Pang, K. Weerasuriya, A. D. M. Bryceson (1998).  Efficacy and safety of liposomal amphotericin B (AmBisome) for visceral leishmaniasis in endemic developing countries Bulletin of the World Health Organization, 76(#issue#),  25-32"," J. D. Berman, R. Badaro, C. P. Thakur, K. M. Wasunna, K. Behbehani, R. Davidson, F. Kuzoe, L. Pang, K. Weerasuriya, A. D. M. Bryceson","Efficacy and safety of liposomal amphotericin B (AmBisome) for visceral leishmaniasis in endemic developing countries","Reported are the results of a study to determine the efficacy and safety of liposomal amphotericin B (AmBisome) for treating visceral leishmaniasis (kala-azar) in several developing countries where the disease is endemic (Brazil, India, and Kenya). At each study site, sequential cohorts of 10 patients each were treated with AmBisome at a dose of 2 mg.kg(-1).day(-1) (2 MKD). The first cohort received regimen 1:2 MKD on days 1-6 and day 10 (total dose: 14 mg/kg). If the efficacy with this regimen was satisfactory, a second cohort received regimen 2: 2 MKD on days 1-4 and day 10 (total dose: 10 mg/kg); and a third cohort received regimen 3:2 MKD on days 1, 5, and 10 (total dose: 6 mg/kg). In India, regimens 1, 2 and 3 (which were studied concurrently) each cured 100% of 10 patients. In Kenya, regimen 1 cured all 10 patients, regimen 2 cured 90% of 10 patients, but regimen 3 cured only 20% of 5 patients. In Brazil, regimen 1 was only partially curative: 5 of 13 patients (62%). Therefore, 15 patients were administered regimen 4 (2 MKD for 10 consecutive days; total dose, 20 mg/kg) and 13 patients were cured (83%). These results suggest that for the treatment of kala-azar the following doses of AmBisome should be administered: in India and Kenya, 2 mg/kg on days 1-4 and day 10; and in Brazil, 2 mg/kg on days 1-10.",1998
12654,"Leishmania infantum","Human (homo sapiens) "," diMartino L, et al. 1997."," L. diMartino, R. N. Davidson, R. Giacchino, S. Scotti, F. Raimondi, E. Castagnola, L. Tasso, A. Cascio, L. Gradoni, M. Gramiccia, M. PettoelloMantovani, A. D. M. Bryceson (1997).  Treatment of visceral leishmaniasis in children with liposomal amphotericin B Journal of Pediatrics, 131(#issue#),  271-277"," L. diMartino, R. N. Davidson, R. Giacchino, S. Scotti, F. Raimondi, E. Castagnola, L. Tasso, A. Cascio, L. Gradoni, M. Gramiccia, M. PettoelloMantovani, A. D. M. Bryceson","Treatment of visceral leishmaniasis in children with liposomal amphotericin B","We used liposomal amphotericin B as first-choice treatment of visceral leishmaniasis in 106 immunocompetent children who acquired the infection in a temperate region of southern Europe (Italy) where Leishmania infantum visceral leishmaniasis is endemic. The aim of the study was to identify the minimum total dose of liposomal amphotericin B needed to cue the infection in children and reduce the period of hospitalization. We conclude that the optimal regimen in immunocompetent children with L. infantum visceral leishmaniasis to be a total dose of 18 mg/kg of liposomal amphotericin B (3 mg/kg per day for 5 days, followed by 3 mg/kg administered as an outpatient regimen on day 10).",1997
12655,"Leishmania infantum","Dog (Canis lupus familiaris)"," Poli A, et al. 1997."," A. Poli, S. Sozzi, G. Guidi, P. Bandinelli, F. Mancianti (1997).  Comparison of aminosidine (paromomycin) and sodium stibogluconate for treatment of canine leishmaniasis Veterinary Parasitology, 71(#issue#),  263-271"," A. Poli, S. Sozzi, G. Guidi, P. Bandinelli, F. Mancianti","Comparison of aminosidine (paromomycin) and sodium stibogluconate for treatment of canine leishmaniasis","Twelve dogs naturally infected with Leishmania infantum were treated subcutaneously with aminosidine at a dose of 10 mg kg(-1) per day for four weeks, Antimonial compounds were used as reference drugs in twelve Leishmania-infected dogs. Eleven of the twelve dogs submitted to aminosidine therapy responded within 30 days. The treatment with the aminoglycoside antibiotic presented a marked decrease of anti-Leishmania antibody titres than the controls. Aminosidine also reduced urinary protein, serum IgG, and circulating immune complex concentrations. Side effects were observed only in a dog with pre-existent renal lesions, This study proved that aminosidine is an effective, tolerable and safe drug for the treatment of canine leishmaniasis and that it could be used as a suitable substitute for antimonial therapy. (C) 1997 Published by Elsevier Science B.V.",1997
13039,"Leishmania infantum","Dog (Canis lupus familiaris)"," Neogy AB, et al. 1994."," A. B. Neogy, I. Vouldoukis, J. M. da Costa, L. Monjour (1994).  Exploitation of parasite-derived antigen in therapeutic success against canine visceral leishmaniosis. Veterinary Group of Lupino Veterinary parasitology, 54(#issue#),  367-73"," A. B. Neogy, I. Vouldoukis, J. M. da Costa, L. Monjour","Exploitation of parasite-derived antigen in therapeutic success against canine visceral leishmaniosis. Veterinary Group of Lupino","In an attempt to obtain therapeutic success against canine visceral leishmaniosis, the potential of LiF2 antigen (Leishmania infantum-derived Fraction 2, 94-67 kDa), given alone or in combination with the chemotherapeutic agent N-methylglucamine antimonate, was compared with conventional chemotherapy with that drug. Absence of any parasite in direct microscopic examination of bone-marrow aspirates in treated dogs was considered a parasitological cure, i.e. therapeutic success. Results showed that the disappearance of clinical symptoms did not always indicate parasitological healing in dogs. The parasitological healing rates with chemotherapy and immunotherapy alone were 37.5% and 25% respectively, in contrast to the 100% cure rate observed with chemotherapy combined with immunotherapy. The development of a protective response in dogs, as measured by the in vitro leishmanicidal activity of monocyte-derived macrophages in the presence of autologous lymphocytes, was found to correlate well with the success of therapy. The overall findings of this study give an important insight into the immunotherapeutic strategy by which therapeutic success can be achieved in canine visceral leishmaniosis.",1994
13320,"Bovine ephemeral fever virus","Cattle (Bos taurus)"," Uren MF, et al. 1989."," M. F. Uren, T. D. St George, H. Zakrzewski (1989).  The effect of anti-inflammatory agents on the clinical expression of bovine ephemeral fever Veterinary microbiology, 19(#issue#),  99-111"," M. F. Uren, T. D. St George, H. Zakrzewski","The effect of anti-inflammatory agents on the clinical expression of bovine ephemeral fever","The effect of two anti-inflammatory drugs on the development and persistence of clinical signs in cattle experimentally infected with bovine ephemeral fever (BEF) virus was investigated by their administration, either before or after the commencement of fever. A total of 16 cattle was given phenylbutazone sodium (PBZ). The drug prevented fever and other clinical signs in six cattle when given daily during the incubation period, and at 8-h intervals for 5 days when clinical disease might be expected. When treatment with PBZ was deferred until 2-4 h after the commencement of fever, the rectal temperature returned to normal within 4 h in four of six cattle and the development of other clinical signs was suppressed. Clinical signs of ephemeral fever occurred in four untreated cattle infected at the same time. Viraemia, the development of neutralizing antibodies (at 8-11 days), resistance to subsequent challenge with BEF virus, neutrophilia, lymphopenia and a rise in plasma fibrinogen occurred in all BEF-infected animals whether treated or untreated, despite different clinical appearances. The mean peak of plasma fibrinogen in the untreated cattle was 6.9 g l-1; 3.2 g l-1 when treated 2-4 h after fever developed and 3.8 g l-1 when treated from 18-h post-infection. BEF virus was isolated from leucocytes of each of the cattle, but the frequency of isolation was lower in the treated group. The results indicate that treatment with PBZ blocked the host response which produces the clinical signs and did not have an anti-viral effect. In a similar experiment, a long-acting anti-inflammatory drug, flunixin meglumine, failed to prevent BEF or to modify the clinical signs once they had developed, except for the rectal temperature which returned to normal within 2-4 h of the administration of the drug. The efficacy of this drug was not improved by increasing the dosage to two or three times the recommended level.",1989
13351,"Ehrlichia ruminantium","Cattle (Bos taurus)"," Purnell RE, et al. 1989."," R. E. Purnell, T. D. Gunter, J. Schroder (1989).  Development of a prophylactic regime using long-acting tetracycline for the control of redwater and heartwater in susceptible cattle moved into an endemic area Tropical animal health and production, 21(#issue#),  11-9"," R. E. Purnell, T. D. Gunter, J. Schroder","Development of a prophylactic regime using long-acting tetracycline for the control of redwater and heartwater in susceptible cattle moved into an endemic area","Thirty young crossbred steers were purchased from a tick-borne disease-free farm in South Africa, shown to be serologically negative to Babesia bigemina/bovis and Cowdria ruminantium, and moved to an experimental farm where babesiosis and heartwater were known to be endemic. The animals were allowed to graze as a herd on tick-infested areas of the farm for 90 days from the beginning of April but were separated into three groups of 10 for treatment. One group received a prophylactic regime of two injections of 20 mg/kg of a long-acting oxytetracycline on days 7 and 14 after introduction, one received a regime of three similar injections on days 7, 14 and 21 and the other group remained untreated prophylactically. The animals were observed early each morning in a crush, rectal temperatures being taken daily and blood smears when clinical signs of disease occurred. When clinical disease was confirmed in individual animals appropriate therapeutic treatment was implemented. In addition tick counts were made weekly. All untreated control animals required treatment for redwater between days 23 and 32 and eight of them then contracted heartwater of which five died despite therapy. Four animals from the group receiving two injections of oxytetracycline and one receiving three injections also contracted redwater but rather later. During the initial 35 day assessment period it was noticed that the majority of Boophilus ticks failed to engorge on the oxytetracycline-treated animals. In the second phase of the trial theileriosis (T. mutans-type) became evident in many animals and appeared to precipitate new or recrudescent clinical redwater and heartwater in several of them.(ABSTRACT TRUNCATED AT 250 WORDS)",1989
13520,"Bluetongue virus","Sheep (Ovis aries)"," Letchworth GJ, et al. 1983."," G. J. Letchworth, J. A. Appleton (1983).  Passive protection of mice and sheep against bluetongue virus by a neutralizing monoclonal antibody Infection and immunity, 39(#issue#),  208-12"," G. J. Letchworth, J. A. Appleton","Passive protection of mice and sheep against bluetongue virus by a neutralizing monoclonal antibody","A murine hybridoma antibody, 6C2A.4.2, previously characterized as an immunoglobulin G class 2a that binds in radioimmunoassay to bluetongue virus serotype 17 (BTV-17) but not the other 19 BTV serotypes, neutralizes BTV-17, inhibits hemagglutination with BTV-17, and precipitates viral polypeptides 2 and 3 from BTV-17-infected cells, was produced as an ascites in the peritoneal cavities of hybridoma-inoculated mice. This ascitic fluid, but not those containing other, non-neutralizing anti-BTV-17 antibodies of the same isotype, provided serotype-specific passive protection against BTV-17-induced death of neonatal mice. Antibody 6C2A.4.2-containing ascitic fluid was injected intravenously into sheep that were later inoculated with BTV-17. These sheep remained free of clinical signs, did not develop viremia or detectable levels of antibodies reactive in the immunodiffusion test used for routine BTV diagnosis in the United States, and developed only low levels of neutralizing antibodies. Control animals became viremic and developed immunodiffusion test reactions and high levels of neutralizing antibodies during recovery, and two of three had lesions and fevers. These results provide evidence that antibodies directed against a single epitope on BTV-17 can prevent bluetongue disease.",1983
13675,"Ehrlichia ruminantium","Sheep (Ovis aries)"," Mare CJ. 1972."," C. J. Mare (1972).  The effect of prolonged oral administration of oxytetracycline on the course of heartwater (Cowdria ruminantium) infection in sheep Tropical animal health and production, 4(#issue#),  69-73"," C. J. Mare","The effect of prolonged oral administration of oxytetracycline on the course of heartwater (Cowdria ruminantium) infection in sheep","",1972
