"Refid","agent","targetSpecies","ShortBibliography","FullBibliography","Author","Title","Abstract","publicationYear"
230562,"African swine fever virus","PIG - Pig (Sus scrofa domesticus) ","Olesen, A.S., Lohse, L., Hansen, M.F., Boklund, A., Halasa, T., Belsham, G.J., Rasmussen, T.B., Bøtner, A., Bødker, R. (2018).  Infection of pigs with African swine fever virus via ingestion of stable flies (Stomoxys calcitrans) Transboundary and Emerging Diseases, 65(5),  1152","Olesen, A.S., Lohse, L., Hansen, M.F., Boklund, A., Halasa, T., Belsham, G.J., Rasmussen, T.B., Bøtner, A., Bødker, R. (2018).  Infection of pigs with African swine fever virus via ingestion of stable flies (Stomoxys calcitrans) Transboundary and Emerging Diseases, 65(5),  1152","Olesen, A.S., Lohse, L., Hansen, M.F., Boklund, A., Halasa, T., Belsham, G.J., Rasmussen, T.B., Bøtner, A., Bødker, R.","Infection of pigs with African swine fever virus via ingestion of stable flies (Stomoxys calcitrans)","Within Eastern Europe, African swine fever virus (ASFV) has unexpectedly spread to farms with high biosecurity. In an attempt to explain this process, pigs were allowed to ingest flies that had fed on ASFV-spiked blood, which had a realistic titre for an infected pig. Some of the pigs became infected with the virus. Thus, ingestion of blood-sucking flies, having fed on ASFV-infected wild boar before entering stables, represents a potential route for disease transmission. © 2018 The Authors. Transboundary and Emerging Diseases published by Blackwell Verlag GmbH.",2018
230563,"African swine fever virus","PIG - Pig (Sus scrofa domesticus) ","Petrov, A., Forth, J.H., Zani, L., Beer, M., Blome, S. (2018).  No evidence for long-term carrier status of pigs after African swine fever virus infection Transboundary and Emerging Diseases, 65(5),  1318","Petrov, A., Forth, J.H., Zani, L., Beer, M., Blome, S. (2018).  No evidence for long-term carrier status of pigs after African swine fever virus infection Transboundary and Emerging Diseases, 65(5),  1318","Petrov, A., Forth, J.H., Zani, L., Beer, M., Blome, S.","No evidence for long-term carrier status of pigs after African swine fever virus infection","This study targeted the assessment of a potential African swine fever virus (ASFV) carrier state of 30 pigs in total which were allowed to recover from infection with ASFV “Netherlands'86” prior exposure to six healthy sentinel pigs for more than 2 months. Throughout the whole trial, blood and swab samples were subjected to routine virological and serological investigations. At the end of the trial, necropsy of all animals was performed and viral persistence and distribution were assessed. Upon infection, a wide range of clinical and pathomorphological signs were observed. After an initial acute phase in all experimentally inoculated pigs, 66.6% recovered completely and seroconverted. However, viral genome was detectable in blood samples for up to 91 days. Lethal outcomes were observed in 33.3% of the pigs with both acute and prolonged courses. No ASFV transmission occurred over the whole in-contact phase from survivors to sentinels. Similarly, infectious ASFV was not detected in any of the tissue samples from ASFV convalescent and in-contact pigs. These findings indicate that the suggested role of ASFV survivors is overestimated and has to be reconsidered thoroughly for future risk assessments. © 2018 Blackwell Verlag GmbH",2018
230565,"African swine fever virus","PIG - Pig (Sus scrofa domesticus) ","Núñez-Hernández, F., Vera, G., Sánchez, A., Rodríguez, F., Núñez, J.I. (2018).  African swine fever virus does not express viral microRNAs in experimentally infected pigs BMC Veterinary Research, 14(1),  #Pages#","Núñez-Hernández, F., Vera, G., Sánchez, A., Rodríguez, F., Núñez, J.I. (2018).  African swine fever virus does not express viral microRNAs in experimentally infected pigs BMC Veterinary Research, 14(1),  #Pages#","Núñez-Hernández, F., Vera, G., Sánchez, A., Rodríguez, F., Núñez, J.I.","African swine fever virus does not express viral microRNAs in experimentally infected pigs","Background: African swine fever virus (ASFV) is the etiological agent of African swine fever (ASF), a re-expanding devastating and highly lethal hemorrhagic viral disease. microRNAs (miRNAs) are a new class of small non-coding RNAs that regulate gene expression post-transcriptionally. The discovery of virus specific miRNAs has increased both in number and importance in the past few years. We have recently described the differential expression of several porcine miRNAs during in vivo infection with attenuated and virulent ASFV strains. Here, we have extended these studies trying to identify the presence of viral miRNAs encoded by ASFV in an in vivo infection in pigs. Results: Sixteen small RNA libraries were analyzed from spleen and submandibular lymph nodes obtained from eight pigs, seven infected with either the virulent E75 ASFV strain or its attenuated counterpart E75CV1, or from pigs surviving E75CV1-infection and challenged with BA71 (heterologous challenge) and one non infected as negative control. Samples were recovered at different times post-infection. Libraries were analyzed by next-generation sequencing. Some viral miRNA candidates were initially identified, which did not correspond to porcine miRNAs. Further structural analyses were carried out in order to confirm if they met the conformational requirements to be considered a viral miRNA. Conclusions: The analysis of sixteen small RNA libraries prepared from two different tissues obtained from pigs experimentally infected with E75, E75CV1 or with E75CV1 plus BA71, revealed the presence of six potential miRNA sequences but none of them met the requirements to be considered as viral miRNAs. Thus, we can conclude that ASFV does not express miRNAs in vivo, at least under the experimental conditions described here. © 2018 The Author(s).",2018
230568,"African swine fever virus","PIG - Pig (Sus scrofa domesticus) ","Olesen, A.S., Lohse, L., Boklund, A., Halasa, T., Belsham, G.J., Rasmussen, T.B., Bøtner, A. (2018).  Short time window for transmissibility of African swine fever virus from a contaminated environment Transboundary and Emerging Diseases, 65(4),  1024","Olesen, A.S., Lohse, L., Boklund, A., Halasa, T., Belsham, G.J., Rasmussen, T.B., Bøtner, A. (2018).  Short time window for transmissibility of African swine fever virus from a contaminated environment Transboundary and Emerging Diseases, 65(4),  1024","Olesen, A.S., Lohse, L., Boklund, A., Halasa, T., Belsham, G.J., Rasmussen, T.B., Bøtner, A.","Short time window for transmissibility of African swine fever virus from a contaminated environment","Since the introduction of African swine fever virus (ASFV) into the Baltic states and Poland in 2014, the disease has continued to spread within these regions. In 2017, the virus spread further west and the first cases of disease were reported in the Czech Republic and Romania, in wild boar and domestic pigs, respectively. To control further spread, knowledge of different modes of transmission, including indirect transmission via a contaminated environment, is crucial. Up until now, such an indirect mode of transmission has not been demonstrated. In this study, transmission via an environment contaminated with excretions from ASFV-infected pigs was investigated. Following euthanasia of pigs that were infected with an isolate of ASFV from Poland (POL/2015/Podlaskie/Lindholm), healthy pigs were introduced into the pens, in which the ASFV-infected pigs had been housed. Introduction was performed at 1, 3, 5 or 7 days, following euthanasia of the infected pig groups. Pigs, that were introduced into the contaminated environment after 1 day, developed clinical disease within 1 week, and both ASFV DNA and infectious virus were isolated from their blood. However, pigs introduced into the contaminated pens after 3, 5 or 7 days did not develop any signs of ASFV infection and no viral DNA was detected in blood samples obtained from these pigs within the following 3 weeks. Thus, it was shown that exposure of pigs to an environment contaminated with ASFV can result in infection. However, the time window for transmissibility of ASFV seems very limited, and, within our experimental system, there appears to be a rapid decrease in the infectivity of ASFV in the environment. © 2018 Blackwell Verlag GmbH",2018
230576,"African swine fever virus","PIG - Pig (Sus scrofa domesticus) ","Gallardo, C., Nurmoja, I., Soler, A., Delicado, V., Simón, A., Martin, E., Perez, C., Nieto, R., Arias, M. (2018).  Evolution in Europe of African swine fever genotype II viruses from highly to moderately virulent Veterinary Microbiology, 219(#issue#),  70","Gallardo, C., Nurmoja, I., Soler, A., Delicado, V., Simón, A., Martin, E., Perez, C., Nieto, R., Arias, M. (2018).  Evolution in Europe of African swine fever genotype II viruses from highly to moderately virulent Veterinary Microbiology, 219(#issue#),  70","Gallardo, C., Nurmoja, I., Soler, A., Delicado, V., Simón, A., Martin, E., Perez, C., Nieto, R., Arias, M.","Evolution in Europe of African swine fever genotype II viruses from highly to moderately virulent","Since its arrival in the Caucasus and Russia in 2007, African swine fever virus (ASFV) has spread widely and has now affected the EU countries of Estonia, Latvia, Lithuania, Poland and, more recently, the Czech Republic and Romania. The ever-increasing evidence of seropositive wild boar in certain areas suggests that some animals may be surviving for some time or could even be recovering from the disease. This could be due to acquired immunity after the primary infection and/or the presence of related viruses of reduced virulence. To assess these hypotheses, two ASFV field strains from Estonia were studied in vivo in two groups of domestic pigs. After an incubation period of 4 ± 1.6 days, the pigs inoculated intramuscularly with Es15/WB-Tartu 14 ASFV (group 2) developed clinical signs associated with acute disease and succumbed 7 and 11 days post infection (dpi). Pigs inoculated with Es15/WB-Valga-14 ASFV (group 1) had longer incubation times (8 days) than those in group 2 and developed variable clinical signs and lesions compatible with subacute and chronic forms of ASF; they succumbed at 11 and 25 dpi. The in-contact pigs in both groups became infected 7–14 days after exposure and exhibited variable clinical manifestations and pathological findings ranging from acute to chronic disease. Two animals per group recovered completely after infection and were protected against a subsequent homologous virus challenge-exposure performed at 78 dpi. Under experimental conditions, no transmission occurred from the survivors to susceptible sentinel pigs housed together with the survivors 137 days after the primary infection. © 2018 Elsevier B.V.",2018
230584,"African swine fever virus","PIG - Pig (Sus scrofa domesticus) ","Sánchez-Cordón, P.J., Jabbar, T., Berrezaie, M., Chapman, D., Reis, A., Sastre, P., Rueda, P., Goatley, L., Dixon, L.K. (2018).  Evaluation of protection induced by immunisation of domestic pigs with deletion mutant African swine fever virus BeninΔMGF by different doses and routes Vaccine, 36(5),  707","Sánchez-Cordón, P.J., Jabbar, T., Berrezaie, M., Chapman, D., Reis, A., Sastre, P., Rueda, P., Goatley, L., Dixon, L.K. (2018).  Evaluation of protection induced by immunisation of domestic pigs with deletion mutant African swine fever virus BeninΔMGF by different doses and routes Vaccine, 36(5),  707","Sánchez-Cordón, P.J., Jabbar, T., Berrezaie, M., Chapman, D., Reis, A., Sastre, P., Rueda, P., Goatley, L., Dixon, L.K.","Evaluation of protection induced by immunisation of domestic pigs with deletion mutant African swine fever virus BeninΔMGF by different doses and routes","A live attenuated African swine fever virus (ASFV) vaccine candidate, produced by deletion of several genes belonging to multi-gene families MGF360 and 505 from virulent Benin 97/1 strain (BeninΔMGF), induces protection in pigs against parental virulent strain. In order to better define the safety and efficacy of this attenuated vaccine candidate and to understand protective mechanisms, we extended previous studies by intramuscular immunisation of pigs with the deletion mutant BeninΔMFG at different doses (102, 103, 104 TCID50), together with intranasal immunisation at the 103 dose. Results demonstrated a strong correlation between both doses and routes of immunisation of BeninΔMFG and the percentage of protection achieved, the onset of clinical signs, the viremia levels reached and the onset of death in non-protected pigs. The results show that the intramuscular route using high doses (104 TCID50) is the best option for immunisation. Only transient increase in temperature associated with a peak of virus genome levels was observed in most pigs after immunisation. Then, virus genome levels progressively decreased throughout the experiment until reaching low or undetectable levels in those protected pigs that survived after challenge. The IgM antibody responses following immunisation were detected between day 7–10 post-immunisation and remained at elevated levels for 10–18 days in most pigs before dropping. IgG was detected from day 15 to 21 post-immunisation and maintained at increased levels for the remainder of the experiment in most pigs. Induction of IFNγ and IL-10 was detected by ELISA in sera from some pigs immunised with 103 TCID50 by intramuscular or intranasal route at early times post-immunisation. IL-10 was also detected in serum from some non-protected pigs included in these groups after challenge. © 2017 The Authors",2018
230588,"HPAI - Highly Pathogenic Avian Influenza","Ducks (Anatidae)","Gaide, N., Foret-Lucas, C., Figueroa, T., Vergne, T., Lucas, M.-N., Robertet, L., Souvestre, M., Croville, G., Le Loc’h, G., Delverdier, M., Guérin, J.-L. (2021).  Viral tropism and detection of clade 2.3.4.4b H5N8 highly pathogenic avian influenza viruses in feathers of ducks and geese Scientific Reports, 11(1),  #Pages#","Gaide, N., Foret-Lucas, C., Figueroa, T., Vergne, T., Lucas, M.-N., Robertet, L., Souvestre, M., Croville, G., Le Loc’h, G., Delverdier, M., Guérin, J.-L. (2021).  Viral tropism and detection of clade 2.3.4.4b H5N8 highly pathogenic avian influenza viruses in feathers of ducks and geese Scientific Reports, 11(1),  #Pages#","Gaide, N., Foret-Lucas, C., Figueroa, T., Vergne, T., Lucas, M.-N., Robertet, L., Souvestre, M., Croville, G., Le Loc’h, G., Delverdier, M., Guérin, J.-L.","Viral tropism and detection of clade 2.3.4.4b H5N8 highly pathogenic avian influenza viruses in feathers of ducks and geese","Highly Pathogenic Avian Influenza viruses (HPAIVs) display a tissue pantropism, which implies a possible spread in feathers. HPAIV detection from feathers had been evaluated for H5N1 or H7N1 HPAIVs. It was suggested that viral RNA loads could be equivalent or higher in samples of immature feather compared to tracheal (TS) or cloacal swabs (CS). We investigated the suitability of feathers for the detection of clade 2.3.4.4b H5N8 HPAIV in ducks and geese field samples. In the six H5N8 positive flocks that were included in this study, TS, CS and immature wing feathers were taken from at least 10 birds. Molecular loads were then estimated using real-time quantitative reverse transcription polymerase chain reaction (RT-qPCR) targetting H5 and M genes. In all flocks, viral loads were at least equivalent between feather and swab samples and in most cases up to 103 higher in feathers. Bayesian modelling confirmed that, in infected poultry, RT-qPCR was much more likely to be positive when applied on a feather sample only (estimated sensitivity between 0.89 and 0.96 depending on the positivity threshold) than on a combination of a tracheal and a cloacal swab (estimated sensitivity between 0.45 and 0.68 depending on the positivity threshold). Viral tropism and lesions in feathers were evaluated by histopathology and immunohistochemistry. Epithelial necrosis of immature feathers and follicles was observed concurrently with positive viral antigen detection and leukocytic infiltration of pulp. Accurate detection of clade 2.3.4.4b HPAIVs in feather samples were finally confirmed with experimental H5N8 infection on 10-week-old mule ducks, as viral loads at 3, 5 and 7 days post-infection were higher in feathers than in tracheal or cloacal swabs. However, feather samples were associated with lower viral loads than tracheal swabs at day 1, suggesting better detectability of the virus in feathers in the later course of infection. These results, based on both field cases and experimental infections, suggest that feather samples should be included in the toolbox of samples for detection of clade 2.3.4.4b HPAI viruses, at least in ducks and geese. © 2021, The Author(s).",2021
230591,"HPAI - Highly Pathogenic Avian Influenza","Ducks (Anatidae)","Seekings, A.H., Warren, C.J., Thomas, S.S., Mahmood, S., James, J., Byrne, A.M.P., Watson, S., Bianco, C., Nunez, A., Brown, I.H., Brookes, S.M., Slomka, M.J. (2021).  Highly pathogenic avian influenza virus H5N6 (clade 2.3.4.4b) has a preferable host tropism for waterfowl reflected in its inefficient transmission to terrestrial poultry Virology, 559(#issue#),  74","Seekings, A.H., Warren, C.J., Thomas, S.S., Mahmood, S., James, J., Byrne, A.M.P., Watson, S., Bianco, C., Nunez, A., Brown, I.H., Brookes, S.M., Slomka, M.J. (2021).  Highly pathogenic avian influenza virus H5N6 (clade 2.3.4.4b) has a preferable host tropism for waterfowl reflected in its inefficient transmission to terrestrial poultry Virology, 559(#issue#),  74","Seekings, A.H., Warren, C.J., Thomas, S.S., Mahmood, S., James, J., Byrne, A.M.P., Watson, S., Bianco, C., Nunez, A., Brown, I.H., Brookes, S.M., Slomka, M.J.","Highly pathogenic avian influenza virus H5N6 (clade 2.3.4.4b) has a preferable host tropism for waterfowl reflected in its inefficient transmission to terrestrial poultry","Highly-pathogenic avian influenza virus (HPAIV) H5N6 (clade 2.3.4.4b) incurred into Europe in late 2017 and was predominantly detected in wild birds, with very few terrestrial poultry cases. Pekin ducks directly-infected with a UK virus (H5N6-2017) were donors of infection to investigate contact transmission to three recipient species: Ducks, chickens and turkeys. H5N6-2017 transmission to ducks was 100% efficient, but transmission to in-contact galliforme species was infrequent and unpredictable, thereby reflecting the European 2017–2018 H5N6 epidemiology. Although only two of 28 (7%) infected ducks died, the six turkeys and one chicken which became infected all died and displayed systemic H5N6-2017 dissemination, while pathogenesis in ducks was generally milder. Analysis of H5N6-2017 progeny in the contacts revealed no emergent polymorphisms in an infected duck, but the galliforme species included changes in the polymerase (PB2 A199T, PA D347A), matrix (M1 T218A) and neuraminidase genes (T88I). H5N6-2017 environmental contamination was associated with duck shedding. © 2021",2021
230591,"HPAI - Highly Pathogenic Avian Influenza","Turkeys (meleagridis)","Seekings, A.H., Warren, C.J., Thomas, S.S., Mahmood, S., James, J., Byrne, A.M.P., Watson, S., Bianco, C., Nunez, A., Brown, I.H., Brookes, S.M., Slomka, M.J. (2021).  Highly pathogenic avian influenza virus H5N6 (clade 2.3.4.4b) has a preferable host tropism for waterfowl reflected in its inefficient transmission to terrestrial poultry Virology, 559(#issue#),  74","Seekings, A.H., Warren, C.J., Thomas, S.S., Mahmood, S., James, J., Byrne, A.M.P., Watson, S., Bianco, C., Nunez, A., Brown, I.H., Brookes, S.M., Slomka, M.J. (2021).  Highly pathogenic avian influenza virus H5N6 (clade 2.3.4.4b) has a preferable host tropism for waterfowl reflected in its inefficient transmission to terrestrial poultry Virology, 559(#issue#),  74","Seekings, A.H., Warren, C.J., Thomas, S.S., Mahmood, S., James, J., Byrne, A.M.P., Watson, S., Bianco, C., Nunez, A., Brown, I.H., Brookes, S.M., Slomka, M.J.","Highly pathogenic avian influenza virus H5N6 (clade 2.3.4.4b) has a preferable host tropism for waterfowl reflected in its inefficient transmission to terrestrial poultry","Highly-pathogenic avian influenza virus (HPAIV) H5N6 (clade 2.3.4.4b) incurred into Europe in late 2017 and was predominantly detected in wild birds, with very few terrestrial poultry cases. Pekin ducks directly-infected with a UK virus (H5N6-2017) were donors of infection to investigate contact transmission to three recipient species: Ducks, chickens and turkeys. H5N6-2017 transmission to ducks was 100% efficient, but transmission to in-contact galliforme species was infrequent and unpredictable, thereby reflecting the European 2017–2018 H5N6 epidemiology. Although only two of 28 (7%) infected ducks died, the six turkeys and one chicken which became infected all died and displayed systemic H5N6-2017 dissemination, while pathogenesis in ducks was generally milder. Analysis of H5N6-2017 progeny in the contacts revealed no emergent polymorphisms in an infected duck, but the galliforme species included changes in the polymerase (PB2 A199T, PA D347A), matrix (M1 T218A) and neuraminidase genes (T88I). H5N6-2017 environmental contamination was associated with duck shedding. © 2021",2021
230591,"HPAI - Highly Pathogenic Avian Influenza","Chickens (Gallus)","Seekings, A.H., Warren, C.J., Thomas, S.S., Mahmood, S., James, J., Byrne, A.M.P., Watson, S., Bianco, C., Nunez, A., Brown, I.H., Brookes, S.M., Slomka, M.J. (2021).  Highly pathogenic avian influenza virus H5N6 (clade 2.3.4.4b) has a preferable host tropism for waterfowl reflected in its inefficient transmission to terrestrial poultry Virology, 559(#issue#),  74","Seekings, A.H., Warren, C.J., Thomas, S.S., Mahmood, S., James, J., Byrne, A.M.P., Watson, S., Bianco, C., Nunez, A., Brown, I.H., Brookes, S.M., Slomka, M.J. (2021).  Highly pathogenic avian influenza virus H5N6 (clade 2.3.4.4b) has a preferable host tropism for waterfowl reflected in its inefficient transmission to terrestrial poultry Virology, 559(#issue#),  74","Seekings, A.H., Warren, C.J., Thomas, S.S., Mahmood, S., James, J., Byrne, A.M.P., Watson, S., Bianco, C., Nunez, A., Brown, I.H., Brookes, S.M., Slomka, M.J.","Highly pathogenic avian influenza virus H5N6 (clade 2.3.4.4b) has a preferable host tropism for waterfowl reflected in its inefficient transmission to terrestrial poultry","Highly-pathogenic avian influenza virus (HPAIV) H5N6 (clade 2.3.4.4b) incurred into Europe in late 2017 and was predominantly detected in wild birds, with very few terrestrial poultry cases. Pekin ducks directly-infected with a UK virus (H5N6-2017) were donors of infection to investigate contact transmission to three recipient species: Ducks, chickens and turkeys. H5N6-2017 transmission to ducks was 100% efficient, but transmission to in-contact galliforme species was infrequent and unpredictable, thereby reflecting the European 2017–2018 H5N6 epidemiology. Although only two of 28 (7%) infected ducks died, the six turkeys and one chicken which became infected all died and displayed systemic H5N6-2017 dissemination, while pathogenesis in ducks was generally milder. Analysis of H5N6-2017 progeny in the contacts revealed no emergent polymorphisms in an infected duck, but the galliforme species included changes in the polymerase (PB2 A199T, PA D347A), matrix (M1 T218A) and neuraminidase genes (T88I). H5N6-2017 environmental contamination was associated with duck shedding. © 2021",2021
230592,"HPAI - Highly Pathogenic Avian Influenza","Chickens (Gallus)","Bertran, K., Kassa, A., Criado, M.F., Nuñez, I.A., Lee, D.-H., Killmaster, L., Sá e Silva, M., Ross, T.M., Mebatsion, T., Pritchard, N., Swayne, D.E. (2021).  Efficacy of recombinant Marek's disease virus vectored vaccines with computationally optimized broadly reactive antigen (COBRA) hemagglutinin insert against genetically diverse H5 high pathogenicity avian influenza viruses Vaccine, 39(14),  1933","Bertran, K., Kassa, A., Criado, M.F., Nuñez, I.A., Lee, D.-H., Killmaster, L., Sá e Silva, M., Ross, T.M., Mebatsion, T., Pritchard, N., Swayne, D.E. (2021).  Efficacy of recombinant Marek's disease virus vectored vaccines with computationally optimized broadly reactive antigen (COBRA) hemagglutinin insert against genetically diverse H5 high pathogenicity avian influenza viruses Vaccine, 39(14),  1933","Bertran, K., Kassa, A., Criado, M.F., Nuñez, I.A., Lee, D.-H., Killmaster, L., Sá e Silva, M., Ross, T.M., Mebatsion, T., Pritchard, N., Swayne, D.E.","Efficacy of recombinant Marek's disease virus vectored vaccines with computationally optimized broadly reactive antigen (COBRA) hemagglutinin insert against genetically diverse H5 high pathogenicity avian influenza viruses","The genetic and antigenic drift associated with the high pathogenicity avian influenza (HPAI) viruses of Goose/Guangdong (Gs/GD) lineage and the emergence of vaccine-resistant field viruses underscores the need for a broadly protective H5 influenza A vaccine. Here, we tested experimental vector herpesvirus of turkey (vHVT)-H5 vaccines containing either wild-type clade 2.3.4.4A-derived H5 inserts or computationally optimized broadly reactive antigen (COBRA) inserts with challenge by homologous and genetically divergent H5 HPAI Gs/GD lineage viruses in chickens. Direct assessment of protection was confirmed for all the tested constructs, which provided clinical protection against the homologous and heterologous H5 HPAI Gs/GD challenge viruses and significantly decreased oropharyngeal shedding titers compared to the sham vaccine. The cross reactivity was assessed by hemagglutinin inhibition (HI) and focus reduction assay against a panel of phylogenetically and antigenically diverse H5 strains. The COBRA-derived H5 inserts elicited antibody responses against antigenically diverse strains, while the wild-type-derived H5 vaccines elicited protection mostly against close antigenically related clades 2.3.4.4A and 2.3.4.4D viruses. In conclusion, the HVT vector, a widely used replicating vaccine platform in poultry, with H5 insert provides clinical protection and significant reduction of viral shedding against homologous and heterologous challenge. In addition, the COBRA-derived inserts have the potential to be used against antigenically distinct co-circulating viruses and future drift variants. © 2021",2021
230593,"HPAI - Highly Pathogenic Avian Influenza","Chickens (Gallus)","Sakuma, S., Uchida, Y., Kajita, M., Tanikawa, T., Mine, J., Tsunekuni, R., Saito, T. (2021).  First Outbreak of an H5N8 Highly Pathogenic Avian Influenza Virus on a Chicken Farm in Japan in 2020 Viruses, 13(3),  #Pages#","Sakuma, S., Uchida, Y., Kajita, M., Tanikawa, T., Mine, J., Tsunekuni, R., Saito, T. (2021).  First Outbreak of an H5N8 Highly Pathogenic Avian Influenza Virus on a Chicken Farm in Japan in 2020 Viruses, 13(3),  #Pages#","Sakuma, S., Uchida, Y., Kajita, M., Tanikawa, T., Mine, J., Tsunekuni, R., Saito, T.","First Outbreak of an H5N8 Highly Pathogenic Avian Influenza Virus on a Chicken Farm in Japan in 2020","On 5 November 2020, a confirmed outbreak due to an H5N8 highly pathogenic avian influenza virus (HPAIV) occurred at an egg-hen farm in Kagawa prefecture (western Japan). This virus, A/chicken/Kagawa/11C/2020 (Kagawa11C2020), was the first HPAI poultry isolate in Japan in 2020 and had multiple basic amino acids-a motif conferring high pathogenicity to chickens-at the hemagglutinin cleavage site. Mortality of chickens was 100% through intravenous inoculation tests performed according to World Organization for Animal Health criteria. Phylogenetic analysis showed that the hemagglutinin of Kagawa11C2020 belongs to clade 2.3.4.4B of the H5 Goose/Guangdong lineage and clusters with H5N8 HPAIVs isolated from wild bird feces collected in Hokkaido (Japan) and Korea in October 2020. These H5N8 HPAIVs are closely related to H5N8 HPAIVs isolated in European countries during the winter of 2019-2020. Intranasal inoculation of chickens with 106 fifty-percent egg infectious doses of Kagawa11C2020 revealed that the 50% chicken lethal dose was 104.63 and the mean time to death was 134.4 h. All infected chickens demonstrated viral shedding beginning on 2 dpi-before clinical signs were observed. These results suggest that affected chickens could transmit Kagawa11C2020 to surrounding chickens in the absence of clinical signs for several days before they died.",2021
230595,"HPAI - Highly Pathogenic Avian Influenza","Chickens (Gallus)","Reemers, S., Verstegen, I., Basten, S., Hubers, W., van de Zande, S. (2021).  A broad spectrum HVT-H5 avian influenza vector vaccine which induces a rapid onset of immunity Vaccine, 39(7),  1072","Reemers, S., Verstegen, I., Basten, S., Hubers, W., van de Zande, S. (2021).  A broad spectrum HVT-H5 avian influenza vector vaccine which induces a rapid onset of immunity Vaccine, 39(7),  1072","Reemers, S., Verstegen, I., Basten, S., Hubers, W., van de Zande, S.","A broad spectrum HVT-H5 avian influenza vector vaccine which induces a rapid onset of immunity","Current methods to combat highly pathogenic avian influenza (HPAI) outbreaks in poultry rely on stamping out and preventive culling, which can lead to high economic losses and invoke ethical resistance. Emergency vaccination could be an alternative as vaccination is one of the most efficient and cost-effective measures to protect poultry from HPAI infection, preventing spreading to other poultry and greatly reducing the potential transmission to humans. Current conventional inactivated AI vaccines may be useful for combating AI outbreaks, but do not fulfil all targets of an ideal AI vaccine, including mass applicability and rapid onset of immunity. We aimed to further investigate the potential of Herpesvirus of Turkeys (HVT) as a vector containing a recombinant H5 hemagglutinin of HPAI H5N1. This HVT-H5 vector was analysed in vitro, tested for onset of immunity against AI challenge, breadth of protection, reduction of virus shedding, and induction of both antibody and cellular responses in SPF layers or broiler chicks containing maternal derived antibodies (MDA+). In SPF layers HVT-H5 provided full protection to lethal challenges with 4 antigenically diverse HPAI H5N1 strains from 2 weeks post vaccination (w.p.v.), while in MDA+ birds full protection was provided from 3 w.p.v. to homologous challenge. Also shedding of challenge virus was reduced in both SPF and MDA+ birds. HVT-H5 induced a protective HI titre (≥4) to 11 HPAI H5N1 strains at 3 w.p.v. in 3-week-old SPF layers and to HPAI H5N8 A/ch/Neth/14015531/2014. Besides inducing a protective antibody response HVT-H5 also induced an influenza-specific T cell response. This data demonstrates that HVT-H5 vaccine appears to fulfil many of the criteria for an ideal AI vaccine including early onset of immunity, a broad protection, reduced virus shedding, protection in presence of AI-MDA and could be a useful tool in the combat of AI outbreaks worldwide. © 2021 The Authors",2021
230597,"HPAI - Highly Pathogenic Avian Influenza","Chickens (Gallus)","Ibrahim, M., Zakaria, S., Bazid, A.-H.I., Kilany, W.H., Zain El-Abideen, M.A., Ali, A. (2021).  A single dose of inactivated oil-emulsion bivalent H5N8/H5N1 vaccine protects chickens against the lethal challenge of both highly pathogenic avian influenza viruses Comparative Immunology, Microbiology and Infectious Diseases, 74(#issue#),  #Pages#","Ibrahim, M., Zakaria, S., Bazid, A.-H.I., Kilany, W.H., Zain El-Abideen, M.A., Ali, A. (2021).  A single dose of inactivated oil-emulsion bivalent H5N8/H5N1 vaccine protects chickens against the lethal challenge of both highly pathogenic avian influenza viruses Comparative Immunology, Microbiology and Infectious Diseases, 74(#issue#),  #Pages#","Ibrahim, M., Zakaria, S., Bazid, A.-H.I., Kilany, W.H., Zain El-Abideen, M.A., Ali, A.","A single dose of inactivated oil-emulsion bivalent H5N8/H5N1 vaccine protects chickens against the lethal challenge of both highly pathogenic avian influenza viruses","In this study, two highly pathogenic avian influenza (HPAI) H5N8 viruses were isolated from chicken and geese in 2018 and 2019 (Chicken/ME-2018 and Geese/Egypt/MG4/2019). The hemagglutinin and neuraminidase gene analyses revealed their close relatedness to the clade-2.3.4.4b H5N8 viruses isolated from Egypt and Eurasian countries. A monovalent inactivated oil-emulsion vaccine containing a reassortant virus with HA gene of the Chicken/ME-2018/H5N8 strain and a bivalent vaccine containing same reassortant virus plus a previously generated reassortant H5N1 strain (CK/Eg/RG-173CAL/17). The safety of both vaccines was evaluated in specific-pathogen-free (SPF) chickens. To evaluate the efficacy of the prepared vaccines, 2-week-old SPF chickens were vaccinated with 0.5 mL of a vaccine formula containing 108/EID50 /dose from each strain via the subcutaneous route. Vaccinated birds were challenged with either wild-type HPAI-H5N8 or H5N1 viruses separately at 3 weeks post-vaccine. Results revealed that both vaccines induced protective hemagglutination-inhibiting (HI) antibody titers as early as 2 weeks PV (≥5.0 log2). Vaccinated birds were protected clinically against both subtypes (100 % protection). HPAI-H5N1 virus shedding was significantly reduced in birds that were vaccinated with the bivalent vaccine; meanwhile, HPAI-H5N8 virus shedding was completely neutralized in both tracheal and cloacal swabs after 3 days post-infection in birds that had been vaccinated with either vaccine. In conclusion, the developed bivalent vaccine proved to be efficient in protecting chickens clinically and reduced virus shedding via the respiratory and digestive tracts. The applicability of the multivalent avian influenza vaccines further supported their value to facilitate vaccination programs in endemic countries. © 2020 Elsevier Ltd",2021
