Refid;Bibliography;Author;Title;Abstract;Accession Number;Article Number;Author Address;Book Title;Custom 3;custom 7;Database;Database Provider;Date;distiller_reference_created_date;distiller_reference_upload_date;DOI;Editor;electronic resource number;End Page;EP;Epub Date;File Attachment;http;id;ISBN;ISSN;Issue;Journal;Keywords;Language;Notes;Number;Number of Pages;Pages;PMID;Publisher;Reference Type;secondary author;Series Editor;Series Title;Short Title;tertiary title;Translated Author;Translated Title;Type;Type of Work;upload id;URL;Volume;Year;User;Level;"agent
Causative agent of vector borne diseases"
83681; J.-Y. Wang, C.-H. Gao, Y.-T. Yang, H.-T. Chen, X.-H. Zhu, S. Lv, S.-B. Chen, S.-X. Tong, P. Steinmann, K. Ziegelbauer, X.-N. Zhou (2010).  An outbreak of the desert sub-type of zoonotic visceral leishmaniasis in Jiashi, Xinjiang Uygur Autonomous Region, People's Republic of China Parasitology International, 59(3),  331; J.-Y. Wang, C.-H. Gao, Y.-T. Yang, H.-T. Chen, X.-H. Zhu, S. Lv, S.-B. Chen, S.-X. Tong, P. Steinmann, K. Ziegelbauer, X.-N. Zhou;An outbreak of the desert sub-type of zoonotic visceral leishmaniasis in Jiashi, Xinjiang Uygur Autonomous Region, People's Republic of China;Few outbreaks of the desert sub-type of zoonotic visceral leishmaniasis (VL) have been described worldwide. In 2008, the incidence rate of VL in Jiashi County, Xinjiang Uygur Autonomous Region in the western part of the People's Republic of China, increased more than twenty-folds compared to the average annual incidence rate. The majority of the cases (96.6%) occurred among <2 year-old infants. For the first time in the desert area of Xinjiang, the parasites were isolated from bone marrow aspirates, using the NNN medium culture approach. The genetic analysis of the ITS-1 nucleotide sequence indicated that three isolates from eastern Jiashi County were genetically closely related and belonged to the Leishmania infantum group. However, they differed from an isolate from Kashi city which was classified as a member of the Leishmania donovani group. Â© 2010 Elsevier Ireland Ltd.;;;;;;;Scopus;;;;2018-03-09 18:45;10.1016/j.parint.2010.04.002;;;;337;;;;;;;3;Parasitology International;China,Leishmania donovani,Leishmania infantum,Outbreak,Visceral leishmaniasis,protozoal DNA,article,bone marrow biopsy,child,China,disease surveillance,epidemic,female,genetic analysis,geographic distribution,human,infant,Leishmania donovani,Leishmania infantum,major clinical study,male,microscopy,nonhuman,nucleotide sequence,parasite identification,parasite incidence,parasite isolation,phylogenetic tree,polymerase chain reaction,population distribution,preschool child,priority journal,seasonal variation,visceral leishmaniasis,Animals,Child, Preschool,China,Desert Climate,Disease Outbreaks,DNA, Ribosomal Spacer,Female,Humans,Infant,Infant, Newborn,Leishmania donovani,Leishmania infantum,Leishmaniasis, Visceral,Male,Molecular Sequence Data,Sequence Analysis, DNA,Zoonoses,Leishmania donovani,Leishmania infantum;;Cited By :25,Export Date: 8 March 2018;;;331;;;;;;;;;;;JOUR;Article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955310718&doi=10.1016%2fj.parint.2010.04.002&partnerID=40&md5=cf3ead6d09afabdb07b17ead435fe70c;59;2010;Paul.Gale;3;Leishmania infantum
83695; F. Alonso, P. GimÃ©nez Font, M. ManchÃ³n, R. Ruiz De YbÃ¡Ã±ez, M. Segovia, E. Berriatua (2010).  Geographical variation and factors associated to seroprevalence of canine leishmaniosis in an endemic mediterranean area Zoonoses and Public Health, 57(5),  318; F. Alonso, P. GimÃ©nez Font, M. ManchÃ³n, R. Ruiz De YbÃ¡Ã±ez, M. Segovia, E. Berriatua;Geographical variation and factors associated to seroprevalence of canine leishmaniosis in an endemic mediterranean area;"This article retrospectively analyses the spatial distribution and dog- and environmental-level risk factors associated to Leishmania infantum seroprevalence among 807 asymptomatic dogs in the Municipality of Crevillente in Alicante in southeast Spain in 1999. They represented 60% of the dogs in this 103 km2 area, with a human census of 27 034 people and 90% lived in Crevillente town. The estimated seroprevalence (95% confidence interval) in 714 dogs â‰¥1-year old was 22% (19-25) however; it was 12% (8-15) in town dogs and 0-100% in other administrative zones. High-medium seroprevalence zone clustered along a northeast-southwest fringe and around the town. They comprised the highest and driest inhabited part of the municipality, where farmland was interspersed by residential detached houses, whilst null-low seroprevalence zones included larger farmland extensions and two small rural villages. Predominant vegetation and ground soil type were bush, non-irrigated fruit trees and conglomerate crust and sandstone in medium-high seroprevalence zones and irrigated grassland and fruit trees and colluvial deposits in null-low seroprevalence zones. Random effects logistic regression indicated that the prevalence of infection with L. infantum was higher for dogs sharing residence with infected dogs, increased until 5-6 years old and with body weight and was associated to increasing conglomerate crust and low surface water in the dog's zone of residence. The study confirms that L. infantum infection is endemic in this part of Spain and shows that prevalence can vary significantly within a small area depending on specific demographic and environmental factors conditioning the habitat of the local L. infantum vector, Phlebotomus perniciosus. It suggests similar low-scale variability is present in other geographically variable endemic areas and should be investigated to design Leishmaniosis risk maps and cost-effective, evidence-based, targeted control interventions. Â© 2009 Blackwell Verlag GmbH.";;;;;;;Scopus;;;;2018-03-09 18:45;10.1111/j.1863-2378.2008.01228.x;;;;328;;;;;;;5;Zoonoses and Public Health;Canine,environment,epidemiology,leishmaniosis,risk,seroprevalence,surface water,animal experiment,article,body weight,botany,demography,dog,female,geographical variation (species),Leishmania infantum,leishmaniasis,male,nonhuman,Phlebotomus,phlebotomus perniciosus,priority journal,seroprevalence,Spain,species endemicity,Age Distribution,Animals,Antibodies, Protozoan,Dog Diseases,Dogs,Female,Leishmaniasis,Male,Mediterranean Region,Retrospective Studies,Seroepidemiologic Studies,Spain,Canis familiaris,Leishmania infantum,Phlebotomus perniciosus;;Cited By :13,Export Date: 8 March 2018;;;318;;;;;;;;;;;JOUR;Article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954491940&doi=10.1111%2fj.1863-2378.2008.01228.x&partnerID=40&md5=40d022cb6bfbfcfeecae2f1e5a3a435f;57;2010;Paul.Gale;3;Leishmania infantum
83706; A. Duarte, I. Castro, I.M. Pereira da Fonseca, V. Almeida, L.M. Madeira de Carvalho, J. Meireles, M.I. Fazendeiro, L. Tavares, Y. Vaz (2010).  Survey of infectious and parasitic diseases in stray cats at the Lisbon Metropolitan Area, Portugal Journal of Feline Medicine and Surgery, 12(6),  441; A. Duarte, I. Castro, I.M. Pereira da Fonseca, V. Almeida, L.M. Madeira de Carvalho, J. Meireles, M.I. Fazendeiro, L. Tavares, Y. Vaz;Survey of infectious and parasitic diseases in stray cats at the Lisbon Metropolitan Area, Portugal;"A survey of infectious and parasitic diseases of stray cats was carried out using biological samples collected from animals captured during a catch-neuter-release programme in four counties of the Lisbon Metropolitan Area. The main objective was to investigate the potential threat of stray cats for animal and public health. Samples of blood, stool, hair and auricular swabs were collected from 231 cats in 27 colonies. Anti-Toxoplasma gondii antibodies were detected in 47/194 samples (24.2%); anti-Leishmania infantum antibodies in 1/180 cats (0.6%); intestinal parasites in 23/74 samples (Toxocara cati, Isospora felis, Ancylostoma tubaeforme, Dipylidium caninum, Uncinaria stenocephala, Toxascaris leonina) and Otodectes cynotis in 4/182 cats (2.2%); dermatophyte fungi were isolated in 40/136 samples (29.4%); feline immunodeficiency virus antibodies were detected in 23/226 samples (10.2%); feline leukaemia virus antigen in 14/198 samples (7.1%); and feline coronavirus RNA in 9/127 samples (7.1%). Our results revealed that zoonotic agents, namely dermatophyte fungi and Toxocara cati were present in stray cat colonies in the investigated counties. Overall the low frequency of major pathogens suggests a balanced relationship between host and agents. Â© 2009 ISFM and AAFP.";;;;;;;Scopus;;;;2018-03-09 18:45;10.1016/j.jfms.2009.11.003;;;;446;;;;;;;6;Journal of Feline Medicine and Surgery;antibody,animal,animal disease,animal parasitosis,article,blood,cat,cat disease,communicable disease,enzyme linked immunosorbent assay,female,male,Portugal,questionnaire,Animals,Antibodies,Cat Diseases,Cats,Communicable Diseases,Enzyme-Linked Immunosorbent Assay,Female,Male,Parasitic Diseases, Animal,Portugal,Questionnaires,Ancylostoma,Ancylostoma tubaeforme,Animalia,Ascaridoidea,Coronavirus,Dipylidium caninum,Felidae,Feline coronavirus,Feline immunodeficiency virus,Fungi,Isospora,Isospora felis,Leishmania infantum,Otodectes cynotis,Toxascaris leonina,Toxocara,Toxocara cati,Toxoplasma gondii,Uncinaria stenocephala;;Cited By :49,Export Date: 8 March 2018;;;441;;;;;;;;;;;JOUR;Article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953081363&doi=10.1016%2fj.jfms.2009.11.003&partnerID=40&md5=98ae119562f54daf0feb0cc99f429496;12;2010;Paul.Gale;3;Leishmania infantum
83707; F. Dantas-Torres, M. de Paiva-Cavalcanti, L.A. Figueredo, M.F. Melo, F.J. da Silva, A.L. da Silva, E.L. Almeida, S.P. BrandÃ£o-Filho (2010).  Cutaneous and visceral leishmaniosis in dogs from a rural community in northeastern Brazil Veterinary Parasitology, 170(3-4),  313; F. Dantas-Torres, M. de Paiva-Cavalcanti, L.A. Figueredo, M.F. Melo, F.J. da Silva, A.L. da Silva, E.L. Almeida, S.P. BrandÃ£o-Filho;Cutaneous and visceral leishmaniosis in dogs from a rural community in northeastern Brazil;A community-based epidemiological study was carried out in a rural area in northeastern Brazil, where visceral leishmaniosis is endemic, but the primary vector Lutzomyia longipalpis has never been found. Forty-one dogs were screened by an indirect immunofluorescence antibody test (IFAT) for the presence of anti-Leishmania antibodies and 12 (29.3%) of them were positive. One of the IFAT-positive dogs was also positive for Leishmania amastigotes in bone marrow cytology and for Leishmania infantum by real-time polymerase chain reaction (PCR) on blood. One IFAT-negative dog was positive for L. infantum by PCR on bone marrow and other for Leishmania amastigotes in skin stained-smears. When tested for L. braziliensis by PCR, 20 dogs were positive. Considering all diagnostic tests, the estimated prevalence of Leishmania spp. infection in the studied rural dog population was 58.5%. There was no significant difference in IFAT-positivity in relation to age, gender, and clinical status of the dogs. When tested for L. infantum by real-time PCR, 20 ticks collected from IFAT-positive dogs were all negative. This study shows a high level of exposure to Leishmania spp. infection in dogs from a rural community in northeastern Brazil. In general, the results do not support the participation of ticks as vectors of L. infantum in this area, which is likely to be transmitted by Lutzomyia spp. other than L. longipalpis. Finally, this study highlights that the use of IFAT in areas where both L. infantum and L. braziliensis are present should be withdraw in order to avoid the unnecessary culling of dogs that are actually infected only by L. braziliensis. Â© 2010 Elsevier B.V.;;;;;;;Scopus;;;;2018-03-09 18:45;10.1016/j.vetpar.2010.02.019;;;;317;;;;;;;04-Mar;Veterinary Parasitology;Brazil,Dogs,Leishmania braziliensis,Leishmania infantum,Ticks,protozoon antibody,amastigote,animal tissue,antibody detection,article,blood analysis,bone marrow examination,Brazil,controlled study,cytology,diagnostic test,dog disease,female,fluorescent antibody technique,Leishmania braziliensis,Leishmania infantum,male,nonhuman,parasite identification,parasite transmission,real time polymerase chain reaction,rural area,skin leishmaniasis,visceral leishmaniasis,animal,animal disease,Brazil,dog,dog disease,isolation and purification,parasitology,polymerase chain reaction,prevalence,skin leishmaniasis,tick,visceral leishmaniasis,Canis familiaris,Ixodida,Leishmania braziliensis,Leishmania infantum,Lutzomyia longipalpis,Animals,Brazil,Dog Diseases,Dogs,Fluorescent Antibody Technique, Indirect,Leishmania infantum,Leishmaniasis, Cutaneous,Leishmaniasis, Visceral,Polymerase Chain Reaction,Prevalence,Ticks;;Cited By :23,Export Date: 8 March 2018;;;313;;;;;;;;;;;JOUR;Article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953128417&doi=10.1016%2fj.vetpar.2010.02.019&partnerID=40&md5=18e0ecc5d53254661eb16559ce64a99e;170;2010;Paul.Gale;3;Hepatozoon canis
83709; A. Zinchuk, A. Nadraga (2010).  Congenital visceral leishmaniasis in Ukraine: Case report Annals of Tropical Paediatrics, 30(2),  161; A. Zinchuk, A. Nadraga;Congenital visceral leishmaniasis in Ukraine: Case report;An 8-month-old boy was diagnosed with visceral leishmaniasis in the Ukraine, a non-endemic area. His mother had been treated for visceral leishmaniasis at 28-32 weeks gestation whilst working in Alicante, Spain and delivered her infant at 38 weeks gestation by elective caesarean section in Ukraine. It is presumed that the infant's infection was as a result of vertical transmission. Â© W. S. Maney & Son Ltd 2010.;;;;;;;Scopus;;;;2018-03-09 18:45;10.1179/146532810X12703902516400;;;;164;;;;;;;2;Annals of Tropical Paediatrics;alanine aminotransferase,amoxicillin,antipyretic agent,aspartate aminotransferase,ceftazidime,ceftriaxone,creatinine,stibogluconate sodium,absence of side effects,alanine aminotransferase blood level,amastigote,anemia,article,aspartate aminotransferase blood level,axillary lymph node,bone marrow examination,case report,cervical lymphadenopathy,cesarean section,clinical feature,creatinine blood level,critically ill patient,disease severity,drug tolerability,ecchymosis,echography,erythrocyte transfusion,fever,hepatosplenomegaly,human,infant,Leishmania infantum,leukopenia,lymphadenopathy,male,neutropenia,pallor,petechia,prenatal exposure,systolic heart murmur,tachycardia,tachypnea,Ukraine,vertical transmission,visceral leishmaniasis,weakness,Antiprotozoal Agents,Female,Humans,Infant,Leishmaniasis, Visceral,Male,Pregnancy,Pregnancy Complications, Parasitic,Spain,Ukraine;;Cited By :6,Export Date: 8 March 2018;;;161;;;;;;;;;;;JOUR;Article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952906980&doi=10.1179%2f146532810X12703902516400&partnerID=40&md5=b835b6d4bbecb634874eaed9c0424454;30;2010;Paul.Gale;3;Leishmania infantum
83717; R. GÃ¡lvez, G. MirÃ³, M.A. Descalzo, J. Nieto, D. Dado, O. MartÃ­n, E. Cubero, R. Molina (2010).  Emerging trends in the seroprevalence of canine leishmaniosis in the Madrid region (central Spain) Veterinary Parasitology, 169(3-4),  327; R. GÃ¡lvez, G. MirÃ³, M.A. Descalzo, J. Nieto, D. Dado, O. MartÃ­n, E. Cubero, R. Molina;Emerging trends in the seroprevalence of canine leishmaniosis in the Madrid region (central Spain);This report describes a cross-sectional serological survey of the epidemiology of canine leishmaniosis (CanL) performed in 2006 and 2007 in the Madrid region (central Spain) where the disease is endemic. The work presented here is one of the several studies conducted in different Spanish regions under the Integrated Project of the European Commission entitled Emerging Diseases in a changing European eNvironment (EDEN). The aim of this project is to identify and catalogue European ecosystems and environmental conditions that determine the spatial and temporal distributions and dynamics of several pathogenic agents including Leishmania infantum (EDEN-LEI). The study area (Madrid Autonomous Region) was selected on the grounds of its wide altitude range. This area was surveyed from NE to SW across its mountain range (Sistema Central) and plateau area. One thousand and seventy-six dogs from 32 villages were examined for clinical signs of CanL, and serum samples were obtained to determine several haematological and biochemical variables. Leishmaniosis-specific antibodies were identified using an indirect immunofluorescence antibody test (IFAT). 87 of the 1076 dogs were seropositive for the protozoan (IFAT: cut-off â‰¥ 1/80) indicating a seroprevalence of 8.1% (0-16.1% depending on the village). On the basis of a physical examination and the biochemical/haematological status of each dog, 32 of the 87 infected dogs were described as clinically healthy (37%). Seroprevalence showed a peak in young dogs (1-2 years) and a second larger peak among the older dogs (7-8 years). Factors correlated with a higher infection risk were age (OR = 1.15 [95% CI: 1.07-1.22]), weight (OR = 1.10 [95% CI: 1.04-1.16]), and living outdoors as opposed to in a home (OR = 3.38 [95% CI: 1.42-8.05]). According to data from studies performed in 1992 in the same area, the seroprevalence of CanL has increased 1.54-fold [95% CI: 1.04-2.29]. Given that this increasing trend cannot be attributed to differences in the sociodemographic characteristics of the dog populations, it is proposed that environmental changes could have had an impact on vector and reservoir densities and their geographical distributions. Further studies designed to explain this trend should attempt to correlate sand fly densities and CanL seroprevalences with climate, land use and human changes. Â© 2009 Elsevier B.V.;;;;;;;Scopus;;;;2018-03-09 18:45;10.1016/j.vetpar.2009.11.025;;;;334;;;;;;;04-Mar;Veterinary Parasitology;Canine leishmaniosis,Immunofluorescent antibody test,Madrid,Risk factors,Seroprevalence,immunoglobulin G antibody,adult animal,antibody detection,article,controlled study,dog disease,environmental change,epidemic,female,geographic distribution,health status,hematology,immunofluorescence test,infection risk,juvenile animal,land use,Leishmania infantum,leishmaniasis,male,nonhuman,physical examination,program development,risk factor,seroprevalence,Spain,Animals,Demography,Dog Diseases,Dogs,Female,Leishmaniasis,Male,Risk Factors,Seroepidemiologic Studies,Spain,Canis familiaris,Leishmania infantum,Phlebotominae,Protozoa;;Cited By :51,Export Date: 8 March 2018;;;327;;;;;;;;;;;JOUR;Article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951254835&doi=10.1016%2fj.vetpar.2009.11.025&partnerID=40&md5=fd325bdc51c4e77412f2833257d2f022;169;2010;Paul.Gale;3;Leishmania infantum
83721; L. Cardoso, Y. Yisaschar-Mekuzas, F.T. Rodrigues, Ã. Costa, J. MacHado, D. Diz-Lopes, G. Baneth (2010).  Canine babesiosis in northern Portugal and molecular characterization of vector-borne co-infections Parasites and Vectors, 3(1),  #Pages#; L. Cardoso, Y. Yisaschar-Mekuzas, F.T. Rodrigues, Ã. Costa, J. MacHado, D. Diz-Lopes, G. Baneth;Canine babesiosis in northern Portugal and molecular characterization of vector-borne co-infections;"Background. Protozoa and bacteria transmitted by arthropods, including ticks and phlebotomine sand flies, may cause a wide range of canine vector-borne diseases. Dogs can be simultaneously or sequentially infected with multiple pathogens. Canine babesiosis caused by Babesia canis canis and Babesia canis vogeli is known to occur in Portugal. This study assessed, by means of blood smear examination, PCR and DNA nucleotide sequencing, the presence of Babesia spp. and co-infecting agents Leishmania, Anaplasma/Ehrlichia and Hepatozoon in 45 dogs from northern Portugal clinically suspected of babesiosis. Results. Forty-four dogs (98%) had infection with B. canis canis and one with B. canis vogeli. Co-infections were detected in nine animals (20%). Eight dogs were found infected with two vector-borne agents: six with B. canis canis and Leishmania infantum; one with B. canis canis and Ehrlichia canis; and one with B. canis canis and Hepatozoon canis. Another dog was infected with three vector-borne pathogens: B. canis vogeli, E. canis and L. infantum. Overall, L. infantum was found in seven (16%), E. canis in two (4%), and H. canis in one (2%) out of the 45 dogs with babesiosis. Almost 90% of the 45 cases of canine babesiosis were diagnosed in the colder months of October (18%), November (27%), December (20%), February (13%) and March (9%). Co-infections were detected in February, March, April, May, October and November. Twenty-two (50%) out of 44 dogs infected with B. canis were found infested by ticks including Dermacentor spp., Ixodes spp. and Rhipicephalus sanguineus. Mortality (9%) included two co-infected dogs that died spontaneously and two with single infections that were euthanized. Conclusions. Babesia canis canis is the main etiological agent of canine babesiosis in northern Portugal. A higher sensitivity of Babesia spp. detection was obtained with PCR assays, compared to the observation of blood smears. Twenty percent of the dogs were co-infected with L. infantum, E. canis or H. canis. Furthermore, this is the first molecular identification of H. canis in dogs from northern Portugal. Â© 2010 Cardoso et al; licensee BioMed Central Ltd.";;27;;;;;Scopus;;;;2018-03-09 18:45;10.1186/1756-3305-3-27;;;;;;;;;;;1;Parasites and Vectors;abdominal pain,Anaplasma,animal euthanasia,anorexia,article,ataxia,babesiosis,blood examination,blood smear,coughing,Dermacentor,disease carrier,DNA sequence,Ehrlichia canis,eye discharge,female,hepatozoonosis,hyperthermia,hypothermia,infestation,Ixodes,Leishmania infantum,lethargy,male,mixed infection,molecular dynamics,mortality,mucosa,nonhuman,pallor,pathogenesis,petechia,polymerase chain reaction,Portugal,Rhipicephalus sanguineus,vomiting,Animalia,Arthropoda,Babesia,Babesia canis,Babesia canis canis,Babesia canis vogeli,Canis familiaris,Dermacentor,Ehrlichia canis,Hepatozoon,Hepatozoon canis,Ixodes,Ixodida,Leishmania infantum,Phlebotominae,Protozoa,Rhipicephalus sanguineus;;Cited By :31,Export Date: 8 March 2018;;;;;;;;;;;;;;JOUR;Article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950688793&doi=10.1186%2f1756-3305-3-27&partnerID=40&md5=2ca3467adb3aec973e381c5f2f71a5a5;3;2010;Paul.Gale;3;Leishmania infantum
83722; B. Menn, S. Lorentz, T.J. Naucke (2010).  Imported and travelling dogs as carriers of canine vector-borne pathogens in Germany Parasites and Vectors, 3(1),  #Pages#; B. Menn, S. Lorentz, T.J. Naucke;Imported and travelling dogs as carriers of canine vector-borne pathogens in Germany;Background. With the import of pets and pets taken abroad, arthropod-borne diseases have increased in frequency in German veterinary practices. This is reflected by 4,681 dogs that have been either travelled to or relocated from endemic areas to Germany. The case history of these dogs and the laboratory findings have been compared with samples collected from 331 dogs living in an endemic area in Portugal. The various pathogens and the seroprevalences were examined to determine the occurrence of, and thus infection risk, for vector-borne pathogens in popular travel destinations. Results. 4,681 dogs were examined serological for Leishmania infantum, Babesia canis and Ehrlichia canis. Buffy coats were detected for Hepatozoon canis and blood samples were examined for microfilariae via the Knott's test. The samples were sent in from animal welfare organizations or private persons via veterinary clinics. Upon individual requests, dogs were additionally examined serological for Anaplasma phagocytophilum, Borrelia burgdorferi and Rickettsia conorii. Overall B. canis was the most prevalent pathogen detected by antibody titers (23.4%), followed by L. infantum (12.2%) and E. canis (10.1%). Microfilariae were detected in 7.7% and H. canis in 2.7% of the examined dogs. In 332/1862 dogs A. phagocytophilum, in 64/212 B. burgdorferi and in 20/58 R. conorii was detected. Of the 4,681 dogs, in total 4,226 were imported to Germany from endemic areas. Eighty seven dogs joined their owners for a vacation abroad. In comparison to the laboratory data from Germany, we examined 331 dogs from Portugal. The prevalence of antibodies/pathogens we detected was: 62.8% to R. conorii, 58% to B. canis, 30.5% to A. phagocytophilum, 24.8% to E. canis, 21.1% to H. canis (via PCR), 9.1% to L. infantum and 5.3% to microfilariae. Conclusions. The examination of 4,681 dogs living in Germany showed pathogens like L. infantum that are non-endemic in Germany. Furthermore, the German data are similar in terms of multiple pathogen infection to the data recorded for dogs from Portugal. Based on these findings the importation of dogs from endemic predominantly Mediterranean regions to Germany as well as travelling with dogs to these regions carries a significant risk of acquiring an infection. Thus we would conclude that pet owners seek advice of the veterinarians prior to importing a dog from an endemic area or travel to such areas. In general, it might be advisable to have a European recording system for translocation of dogs. Â© 2010 Menn et al.;;34;;;;;Scopus;;;;2018-03-09 18:45;10.1186/1756-3305-3-34;;;;;;;;;;;1;Parasites and Vectors;protozoon antibody,Anaplasma phagocytophilum,animal welfare,antibody titer,article,Babesia,babesia canis,Borrelia burgdorferi,Coccidia,controlled study,disease carrier,dog,Ehrlichia canis,endemic disease,Germany,hepatozoon canis,import disease,infection risk,Leishmania infantum,leisure,microfilaria (nematode larva),mixed infection,nonhuman,pathogenesis,Portugal,Rickettsia conorii,serology,seroprevalence,Southern Europe,travel,veterinary medicine,Anaplasma phagocytophilum,Animalia,Arthropoda,Babesia canis,Borrelia burgdorferi,Canis familiaris,Ehrlichia canis,Hepatozoon canis,Leishmania infantum,Rickettsia conorii;;Cited By :75,Export Date: 8 March 2018;;;;;;;;;;;;;;JOUR;Article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950687026&doi=10.1186%2f1756-3305-3-34&partnerID=40&md5=6aa44bdeb07e845cf1290e1d235eba35;3;2010;Paul.Gale;3;Leishmania infantum
83722; B. Menn, S. Lorentz, T.J. Naucke (2010).  Imported and travelling dogs as carriers of canine vector-borne pathogens in Germany Parasites and Vectors, 3(1),  #Pages#; B. Menn, S. Lorentz, T.J. Naucke;Imported and travelling dogs as carriers of canine vector-borne pathogens in Germany;Background. With the import of pets and pets taken abroad, arthropod-borne diseases have increased in frequency in German veterinary practices. This is reflected by 4,681 dogs that have been either travelled to or relocated from endemic areas to Germany. The case history of these dogs and the laboratory findings have been compared with samples collected from 331 dogs living in an endemic area in Portugal. The various pathogens and the seroprevalences were examined to determine the occurrence of, and thus infection risk, for vector-borne pathogens in popular travel destinations. Results. 4,681 dogs were examined serological for Leishmania infantum, Babesia canis and Ehrlichia canis. Buffy coats were detected for Hepatozoon canis and blood samples were examined for microfilariae via the Knott's test. The samples were sent in from animal welfare organizations or private persons via veterinary clinics. Upon individual requests, dogs were additionally examined serological for Anaplasma phagocytophilum, Borrelia burgdorferi and Rickettsia conorii. Overall B. canis was the most prevalent pathogen detected by antibody titers (23.4%), followed by L. infantum (12.2%) and E. canis (10.1%). Microfilariae were detected in 7.7% and H. canis in 2.7% of the examined dogs. In 332/1862 dogs A. phagocytophilum, in 64/212 B. burgdorferi and in 20/58 R. conorii was detected. Of the 4,681 dogs, in total 4,226 were imported to Germany from endemic areas. Eighty seven dogs joined their owners for a vacation abroad. In comparison to the laboratory data from Germany, we examined 331 dogs from Portugal. The prevalence of antibodies/pathogens we detected was: 62.8% to R. conorii, 58% to B. canis, 30.5% to A. phagocytophilum, 24.8% to E. canis, 21.1% to H. canis (via PCR), 9.1% to L. infantum and 5.3% to microfilariae. Conclusions. The examination of 4,681 dogs living in Germany showed pathogens like L. infantum that are non-endemic in Germany. Furthermore, the German data are similar in terms of multiple pathogen infection to the data recorded for dogs from Portugal. Based on these findings the importation of dogs from endemic predominantly Mediterranean regions to Germany as well as travelling with dogs to these regions carries a significant risk of acquiring an infection. Thus we would conclude that pet owners seek advice of the veterinarians prior to importing a dog from an endemic area or travel to such areas. In general, it might be advisable to have a European recording system for translocation of dogs. Â© 2010 Menn et al.;;34;;;;;Scopus;;;;2018-03-09 18:45;10.1186/1756-3305-3-34;;;;;;;;;;;1;Parasites and Vectors;protozoon antibody,Anaplasma phagocytophilum,animal welfare,antibody titer,article,Babesia,babesia canis,Borrelia burgdorferi,Coccidia,controlled study,disease carrier,dog,Ehrlichia canis,endemic disease,Germany,hepatozoon canis,import disease,infection risk,Leishmania infantum,leisure,microfilaria (nematode larva),mixed infection,nonhuman,pathogenesis,Portugal,Rickettsia conorii,serology,seroprevalence,Southern Europe,travel,veterinary medicine,Anaplasma phagocytophilum,Animalia,Arthropoda,Babesia canis,Borrelia burgdorferi,Canis familiaris,Ehrlichia canis,Hepatozoon canis,Leishmania infantum,Rickettsia conorii;;Cited By :75,Export Date: 8 March 2018;;;;;;;;;;;;;;JOUR;Article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950687026&doi=10.1186%2f1756-3305-3-34&partnerID=40&md5=6aa44bdeb07e845cf1290e1d235eba35;3;2010;Paul.Gale;3;Hepatozoon canis
83724; G.R. Hatam, S.J. Adnani, Q. Asgari, E. Fallah, M.H. Motazedian, S.M. Sadjjadi, B. Sarkari (2010).  First report of natural infection in cats with leishmania infantum in Iran Vector-Borne and Zoonotic Diseases, 10(3),  313; G.R. Hatam, S.J. Adnani, Q. Asgari, E. Fallah, M.H. Motazedian, S.M. Sadjjadi, B. Sarkari;First report of natural infection in cats with leishmania infantum in Iran;Visceral leishmaniasis (VL), caused by Leishmania infantum, is an endemic zoonosis in Iran. In recent years, Leishmania infection in cats has been reported in several countries where leishmaniasis is present. The aim of this study was to survey Leishmania infection in cats and to detect its causative agents in VL endemic areas in Iran. Forty stray cats were captured from two areas where VL is endemic, Fars and East Azerbaijan provinces. Infection with Leishmania was evaluated by parasitological and molecular methods. Leishmania parasites were detected in 4 out of 40 cats (10%). The parasite was isolated from the spleen of three and the liver of one cat and mass cultivated in the culture medium. Molecular and isoenzyme characterization revealed that the parasites isolated from the four cats were all L. infantum. Considering the high rate of feline Leishmania infection in this study, it may be suggested that cats have an epidemiological role in areas where VL is endemic in Iran. Â© 2010, Mary Ann Liebert, Inc.;;;;;;;Scopus;;;;2018-03-09 18:45;10.1089/vbz.2009.0023;;;;316;;;;;;;3;Vector-Borne and Zoonotic Diseases;Cats,Infection,Iran,Leishmania infantum,Leishmaniasis,isoenzyme,animal tissue,article,cat disease,controlled study,culture medium,endemic disease,female,geographic distribution,Iran,Leishmania infantum,leishmaniasis,liver,male,nonhuman,parasite identification,parasite isolation,priority journal,spleen,Animals,Cat Diseases,Cats,Female,Iran,Isoenzymes,Leishmania infantum,Leishmaniasis, Visceral,Liver,Male,Polymerase Chain Reaction,Spleen,Felidae,Leishmania infantum;;Cited By :28,Export Date: 8 March 2018;;;313;;;;;;;;;;;JOUR;Article;;https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951972319&doi=10.1089%2fvbz.2009.0023&partnerID=40&md5=29c152ab3442e3373424c1cffd963565;10;2010;Paul.Gale;3;Leishmania infantum
