"Refid","Bibliography","User","Ris Code","Level","DE_DACRAH_OB4_Covetlab_k","studyID
Unique ID to link all observations from the same study or experiment","sampCountry
Country where study was performed","sampY
Year the study was conducted
(-1 if not reported)","agent
Causative agent of vector borne diseases","agentSubtype
Question form DACRAH1, no need to answer","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below.","agentSubtypeTypeWhat type of further detailed information is given regarding the agent.Select here, and type below._comment","agentDetails
The further information given regarding the sutype type given above. ","studyTargetHOST
Species target of the study. ","studyTargetHOST
Species target of the study. _comment","studyTargetVector
Please select the specific vector, for studies which were targetted at vectors. Leave EMPTY for animal treatemtn studies, not addressing any vector.","ageMonths
Age of animals in months
(-1 if not reported)","age
Age class of animals (DACRAH 1 question, do not use)","sampStrategy
Strategy used to select sampling units for inclusion in the study","sampStrategy
Strategy used to select sampling units for inclusion in the study_comment","sampUnit
Type of unit sampled in the study and reported in sampUnitSize","sampUnit
Type of unit sampled in the study and reported in sampUnitSize_comment","sampUnitSize
Number of units in the group (the number of units listed above (e.g. herds))","route
Method of application or treatment regime or administration method of vaccine","route
Method of application or treatment regime or administration method of vaccine_comment","intervention
Intervention or treatment","testsubstance
Insecticide or pharmaceutical substance","testsubstance2
Insecticide or pharmaceutical substance","testSubstanceCategorical","testSubstanceCategorical_comment","testSubstanceCategorical 2","Test Substance concentration/formulation IN PERCENTAGE","Test Substance 2 concentration/formulation IN PERCENTAGE","dosageFreq
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageFreq2
Dosage frequency: number of doses (=how many times is the dose aministred?)","dosageInterval
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","dosageInterval2
Dosage - interval at which the dose is given (days) (how many days are in between the administration of 2 doses)","dose
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","dose2
quantity of vaccine/insecticide/pharmaceutical given - value reported in the study","doseUnits
Units of measurement for the reported parameter value","doseUnits
Units of measurement for the reported parameter value_comment","doseUnits2
Units of measurement for the reported parameter value","doseUnits2
Units of measurement for the reported parameter value_comment","SubstanceDoseComments
Add any other comments about dosage and the test substance.
Please try as much as possible to enter some quantitiative data
in the fields above (for instance the most frequent dosage regimen,
or the start regimen), and then add any additional details here.
Please also try to leave the testSubstance name as clean as possible","sampledMatrix
Tissue sampled for testing","sampledMatrix
Tissue sampled for testing_comment","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD","anMethCode
Laboratory test used to analyse for virus, antibodies or antigens associated with the VBD_comment","anMethText
Description of laboratory method (where relevant include method of calculation of cut-offs)","anMatText
Target of laboratory test","anMatText
Target of laboratory test_comment","timePoint
Indicate time point in days from the start of the study to which the following parameters (dead, clinical and tested) correspond","nAnimals
total number of animals in the group","clinical
Number of animals with clinical signs","Titres
What is the titre of neutrilising antibodies at the timepoint?","nTested
Number of samples tested","nPositive
Number of samples positive","nNegative
Number of samples negative","dead (or mortality)
Number of dead animals (if reported as percentage, please provide percentage -e.g. 20 for 20% - and change the units in the following question).","dead (or mortality) Units
Units of measurement of the reported dead/mortality","efficacy
1-RR","LCI_EF
Lower Confidence interval limit - Efficacy","UCI_EF
Upper confidence interval limit - Efficacy","Other outcomes: choose","Outcome: numerical value
 ","Outcome: units","OUTCOMESOtherComments
Please give any details that could not be reported in the format above.
Please first make sure to report as many results as possible in a quantitative format above, and leave any additional comments here.","Study design STRENGTHSAdd notes on the strengths of the study design.","Study design WEAKNESSESAdd any notes on the study design weaknesses - lack of proper controls, lack of proper analyses methods, flaws in the way data were reported, etc. What is the impact of these flaws on the use of the data collected?"
9402," Anna Sara De Tommasi, Alessio Giannelli, Donato de Caprariis, Rafael Antonio Nascimento Ramos, Giancarlo Di Paola, Giuseppe Crescenzo, Filipe Dantas-Torres, Gad Baneth, Domenico Otranto (2014).  Failure of imidocarb dipropionate and toltrazuril/emodepside plus clindamycin in treating Hepatozoon canis infection Veterinary Parasitology, 200(#issue#),  242-245",tobias.lilja,,4,,2,Italy,2013,"Hepatozoon canis",,,,,"Dog (Canis lupus familiaris)",,,24,Adult,"Objective (random) sampling",,"animal / individual",,11,SUBCUTANEOUS,,"Pharmaceutical treatment","toltrazuril/emodepside Procox ®",,toltrazuril,,emodepside,,,6,,1,,15,,mg/kg,,,,,"Animal blood",,"Polymerase chain reaction (PCR)",,,Bacterium/Rickettsia,,35,,,,11,7,4,,,,,,,,,,,"Dose of substances not given separately"
9402," Anna Sara De Tommasi, Alessio Giannelli, Donato de Caprariis, Rafael Antonio Nascimento Ramos, Giancarlo Di Paola, Giuseppe Crescenzo, Filipe Dantas-Torres, Gad Baneth, Domenico Otranto (2014).  Failure of imidocarb dipropionate and toltrazuril/emodepside plus clindamycin in treating Hepatozoon canis infection Veterinary Parasitology, 200(#issue#),  242-245",tobias.lilja,,4,,2,Italy,2013,"Hepatozoon canis",,,,,"Dog (Canis lupus familiaris)",,,24,Adult,"Objective (random) sampling",,"animal / individual",,11,SUBCUTANEOUS,,"Pharmaceutical treatment","toltrazuril/emodepside Procox ®",,toltrazuril,,emodepside,,,6,,1,,15,,mg/kg,,,,,"Animal blood",,"Polymerase chain reaction (PCR)",,,Bacterium/Rickettsia,,28,,,,11,6,5,,,,,,,,,,,"Dose of substances not given separately"
9402," Anna Sara De Tommasi, Alessio Giannelli, Donato de Caprariis, Rafael Antonio Nascimento Ramos, Giancarlo Di Paola, Giuseppe Crescenzo, Filipe Dantas-Torres, Gad Baneth, Domenico Otranto (2014).  Failure of imidocarb dipropionate and toltrazuril/emodepside plus clindamycin in treating Hepatozoon canis infection Veterinary Parasitology, 200(#issue#),  242-245",tobias.lilja,,4,,2,Italy,2013,"Hepatozoon canis",,,,,"Dog (Canis lupus familiaris)",,,24,Adult,"Objective (random) sampling",,"animal / individual",,11,SUBCUTANEOUS,,"Pharmaceutical treatment","toltrazuril/emodepside Procox ®",,toltrazuril,,emodepside,,,6,,1,,15,,mg/kg,,,,,"Animal blood",,"Polymerase chain reaction (PCR)",,,Bacterium/Rickettsia,,21,,,,11,6,5,,,,,,,,,,,"Dose of substances not given separately"
9402," Anna Sara De Tommasi, Alessio Giannelli, Donato de Caprariis, Rafael Antonio Nascimento Ramos, Giancarlo Di Paola, Giuseppe Crescenzo, Filipe Dantas-Torres, Gad Baneth, Domenico Otranto (2014).  Failure of imidocarb dipropionate and toltrazuril/emodepside plus clindamycin in treating Hepatozoon canis infection Veterinary Parasitology, 200(#issue#),  242-245",tobias.lilja,,4,,2,Italy,2013,"Hepatozoon canis",,,,,"Dog (Canis lupus familiaris)",,,24,Adult,"Objective (random) sampling",,"animal / individual",,11,SUBCUTANEOUS,,"Pharmaceutical treatment","toltrazuril/emodepside Procox ®",,toltrazuril,,emodepside,,,6,,1,,15,,mg/kg,,,,,"Animal blood",,"Polymerase chain reaction (PCR)",,,Bacterium/Rickettsia,,14,,,,11,11,0,,,,,,,,,,,"Dose of substances not given separately"
9490," Abdolali Malmasi, Bijan Ziaie Ardestani, Mehdi Mohebali, Behnaz Akhoundi, Shadi Ziaie, Majid Masoudifard, Hamidreza Khorram Khorshid, Mehdi Nasiri, Saeed Bayanolhagh, Ehsan Mostafavi, Moin Delrobai, Vahid Siavashi (2014).  Evaluation of a Novel Herbal Immunomodulator Drug (IMOD) in Treatment of Experimental Canine Visceral leishmaniasis Iranian Journal of Pharmaceutical Research, 13(#issue#),  1357-1367",tobias.lilja,,4,,1,"Iran, Islamic Republic of",2012,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,12,Adult,"Objective (random) sampling",,"animal / individual",,4,,,Control,"Negative control",,"CONTROL - no treatment/only supportive treatment",,,,,,,,,,,"unit (ear tag, collar)",,,,,"Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"considered positive at ≥1:320",Antibody,,90,,,0,,,,,,,,,,,,,,
9490," Abdolali Malmasi, Bijan Ziaie Ardestani, Mehdi Mohebali, Behnaz Akhoundi, Shadi Ziaie, Majid Masoudifard, Hamidreza Khorram Khorshid, Mehdi Nasiri, Saeed Bayanolhagh, Ehsan Mostafavi, Moin Delrobai, Vahid Siavashi (2014).  Evaluation of a Novel Herbal Immunomodulator Drug (IMOD) in Treatment of Experimental Canine Visceral leishmaniasis Iranian Journal of Pharmaceutical Research, 13(#issue#),  1357-1367",tobias.lilja,,4,,4,"Iran, Islamic Republic of",2012,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,12,Adult,"Objective (random) sampling",,"animal / individual",,4,,,"Pharmaceutical treatment",IMOD,,IMOD,,,,,15,,2,,2,,mg/kg,,,,"infusion of IMOD (Rose Pharmed Biotechnology Co., Tehran, Iran), 2 mg/Kg with 100 mL DW 5% over 1 hour, every other day for one month","Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"considered positive at ≥1:320",Antibody,,90,,,7.5,,,,,,,,,,,,,,
9490," Abdolali Malmasi, Bijan Ziaie Ardestani, Mehdi Mohebali, Behnaz Akhoundi, Shadi Ziaie, Majid Masoudifard, Hamidreza Khorram Khorshid, Mehdi Nasiri, Saeed Bayanolhagh, Ehsan Mostafavi, Moin Delrobai, Vahid Siavashi (2014).  Evaluation of a Novel Herbal Immunomodulator Drug (IMOD) in Treatment of Experimental Canine Visceral leishmaniasis Iranian Journal of Pharmaceutical Research, 13(#issue#),  1357-1367",tobias.lilja,,4,,5,"Iran, Islamic Republic of",2012,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,12,Adult,"Objective (random) sampling",,"animal / individual",,4,,,Control,"Positive control",,"CONTROL - placebo",,,,,,,,,,,"unit (ear tag, collar)",,,,,"Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"considered positive at ≥1:320",Antibody,,90,,,8.3,,,,,,,,,,,,,,
9490," Abdolali Malmasi, Bijan Ziaie Ardestani, Mehdi Mohebali, Behnaz Akhoundi, Shadi Ziaie, Majid Masoudifard, Hamidreza Khorram Khorshid, Mehdi Nasiri, Saeed Bayanolhagh, Ehsan Mostafavi, Moin Delrobai, Vahid Siavashi (2014).  Evaluation of a Novel Herbal Immunomodulator Drug (IMOD) in Treatment of Experimental Canine Visceral leishmaniasis Iranian Journal of Pharmaceutical Research, 13(#issue#),  1357-1367",tobias.lilja,,4,,2,"Iran, Islamic Republic of",2012,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,12,Adult,"Objective (random) sampling",,"animal / individual",,4,,,"Pharmaceutical treatment",Glucantime®,,"meglumine antimoniate",,,,,30,,1,,100,,mg/kg,,,,"Glucantime® (Sanofi Aventis pharmaceutical Co., France) 100 mg/Kg/day, for 30 days consecutively","Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"considered positive at ≥1:320",Antibody,,90,,,6.5,,,,,,,,,,,,,,
9490," Abdolali Malmasi, Bijan Ziaie Ardestani, Mehdi Mohebali, Behnaz Akhoundi, Shadi Ziaie, Majid Masoudifard, Hamidreza Khorram Khorshid, Mehdi Nasiri, Saeed Bayanolhagh, Ehsan Mostafavi, Moin Delrobai, Vahid Siavashi (2014).  Evaluation of a Novel Herbal Immunomodulator Drug (IMOD) in Treatment of Experimental Canine Visceral leishmaniasis Iranian Journal of Pharmaceutical Research, 13(#issue#),  1357-1367",tobias.lilja,,4,,3,"Iran, Islamic Republic of",2012,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,12,Adult,"Objective (random) sampling",,"animal / individual",,4,,,"Pharmaceutical treatment","Glucantime® + IMOD",,"meglumine antimoniate",,IMOD,,,30,15,1,,100,2,mg/kg,,mg/kg,,"Glucantime® in the same dosage as group II plus infusion of IMOD (Rose Pharmed Biotechnology Co., Tehran, Iran), 2 mg/Kg with 100 mL DW 5% over 1 hour, every other day for one month","Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"considered positive at ≥1:320",Antibody,,90,,,6.6,,,,,,,,,,,,,,
9684," Maria Emilia B. Santiago, Luiz Silveira Neto, Eduardo Costa Alexandre, Danisio Prado Munari, Mariana Macedo C. Andrade, Marcos Arruda Somenzari, Paulo Cesar Ciarlini, V. M. F. de Lima (2013).  Improvement in clinical signs and cellular immunity of dogs with visceral leishmaniasis using the immunomodulator P-MAPA Acta Tropica, 127(#issue#),  174-180",thomas.rosendal,,4,,1,Brazil,2013,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,,"Suspect sampling",,"animal / individual",,10,INTRAMUSCULAR,,"Pharmaceutical treatment","magnesium–ammonium phospholinoleate–palmitoleate anhydride immuno-modulator (P-MAPA)",,P-MAPA,,,,,15,,3,,2,,mg/kg,,,,,"Animal blood",,"Enzyme linked immunosorbent assay (ELISA)",,,Antibody,,45,,,,,,,0,"individuals (animals or vectors)",,,,,,,"Comparison between the groups showed that treatment with the immunomodulator promoted:

1) improvement in clinical signs - only repoted as scores, combined with ELISA results. Scores had median 2.5 for the treated group before treatment, and 1 after. Control groups had median scores 3 before and after.

2) and a significant reduction in parasite load in the skin, results only showed in a graph
The values of the linear cycle (Treshold cycle-Ct), obtained from 10 to 100 ng of DNA from each sample were analyzed with reference to the standard curve obtained for parasite load. The curve for quantifying parasite load determined r2 = 0.98 and the reaction showed a slope of −3.286. Upon completion of treatment, parasite load had decreased in the P-MAPA treated group (p < 0.05, Fig. 2a) and showed a significant reduction compared with the placebo group (p < 0.05, Fig. 2a and 2b)",,
9684," Maria Emilia B. Santiago, Luiz Silveira Neto, Eduardo Costa Alexandre, Danisio Prado Munari, Mariana Macedo C. Andrade, Marcos Arruda Somenzari, Paulo Cesar Ciarlini, V. M. F. de Lima (2013).  Improvement in clinical signs and cellular immunity of dogs with visceral leishmaniasis using the immunomodulator P-MAPA Acta Tropica, 127(#issue#),  174-180",thomas.rosendal,,4,,2,Brazil,2013,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,,"Suspect sampling",,"animal / individual",,10,,,Control,"No treatment",,"CONTROL - no treatment/only supportive treatment",,,,,,,,,,,,,,,,"Animal blood",,"Enzyme linked immunosorbent assay (ELISA)",,,Antibody,,45,,,,,,,1,"individuals (animals or vectors)",,,,,,,,,
9756," Batool Sharifi-Mood, Roya Alavi-Naini, Maliheh Metanat, Mehdi Mohammadi, Asad Shakeri, Ali Amjadi (2013).  Efficacy of high-dose methylprednisolone in patients with Crimean-Congo haemorrhagic fever and severe thrombocytopenia Tropical Doctor, 43(#issue#),  49-53",tobias.lilja,,4,,1,"Iran, Islamic Republic of",2010,"Crimean-Congo haemorrhagic fever virus",,,,,"Human (homo sapiens) ",,,,Adult,"Objective (random) sampling",,"animal / individual",,13,INTRAVENEOUS,,"Pharmaceutical treatment","methylprednisolon + Ribavirin",,methylprednisolon,,Ribavirin,,,4,,1,,10,,mg/kg,,,,"high-dose methylprednisolon 10mg/kg as single dose for 3 days in the morning and then 5mg/kg for 2 days. ORAL Ribavirin",,,"Not applicable",,,,,8,,,,,,,0,"individuals (animals or vectors)",,,,,,,,,
9756," Batool Sharifi-Mood, Roya Alavi-Naini, Maliheh Metanat, Mehdi Mohammadi, Asad Shakeri, Ali Amjadi (2013).  Efficacy of high-dose methylprednisolone in patients with Crimean-Congo haemorrhagic fever and severe thrombocytopenia Tropical Doctor, 43(#issue#),  49-53",tobias.lilja,,4,,2,"Iran, Islamic Republic of",2010,"Crimean-Congo haemorrhagic fever virus",,,,,"Human (homo sapiens) ",,,,Adult,"Objective (random) sampling",,"animal / individual",,22,"ORAL: UNSPECIFIED",,Control,"Ribavirin only",,Ribavirin,,,,,5,,1,,10,,mg/kg,,,,,,,"Not applicable",,,,,8,,,,,,,2,"individuals (animals or vectors)",,,,,,,,,
9770," Domenico Otranto, Filipe Dantas-Torres, Donato de Caprariis, Giancarlo Di Paola, Viviana D. Tarallo, Maria S. Latrofa, Riccardo P. Lia, Giada Annoscia, Edward B. Breitshwerdt, Cinzia Cantacessi, Gioia Capelli, Dorothee Stanneck (2013).  Prevention of Canine Leishmaniosis in a Hyper-Endemic Area Using a Combination of 10% Imidacloprid/4.5% Flumethrin Plos One, 8(#issue#),  #Pages#",thomas.rosendal,,4,,1,Italy,2011,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,sandflies,,Young,"Convenience sampling",,"animal / individual",,63,"External use - collar/ear tag",,"Insecticide treatment","10% imidacloprid and 4.5% flumethrin",,imidacloprid,,flumethrin,10,4.5,1,,,,1,,"unit (ear tag, collar)",,,,,"Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"used promastigostes of L infantum zymodeme MON1 as antigen.  Samples scored positve when membrane fluorescence with promastigotes could be observed using a cut-off dilution of 1:80",Antibody,,90,,0,,63,0,63,0,"individuals (animals or vectors)",,,,,,,,,
9770," Domenico Otranto, Filipe Dantas-Torres, Donato de Caprariis, Giancarlo Di Paola, Viviana D. Tarallo, Maria S. Latrofa, Riccardo P. Lia, Giada Annoscia, Edward B. Breitshwerdt, Cinzia Cantacessi, Gioia Capelli, Dorothee Stanneck (2013).  Prevention of Canine Leishmaniosis in a Hyper-Endemic Area Using a Combination of 10% Imidacloprid/4.5% Flumethrin Plos One, 8(#issue#),  #Pages#",thomas.rosendal,,4,,2,Italy,2011,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,sandflies,,Young,"Convenience sampling",,"animal / individual",,61,,,Control,"No treatment",,"CONTROL - no treatment/only supportive treatment",,,,,,,,,,,,,,,,"Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"used promastigostes of L infantum zymodeme MON1 as antigen.  Samples scored positve when membrane fluorescence with promastigotes could be observed using a cut-off dilution of 1:80",Antibody,,90,,0,,61,0,61,0,"individuals (animals or vectors)",,,,,,,,,
9770," Domenico Otranto, Filipe Dantas-Torres, Donato de Caprariis, Giancarlo Di Paola, Viviana D. Tarallo, Maria S. Latrofa, Riccardo P. Lia, Giada Annoscia, Edward B. Breitshwerdt, Cinzia Cantacessi, Gioia Capelli, Dorothee Stanneck (2013).  Prevention of Canine Leishmaniosis in a Hyper-Endemic Area Using a Combination of 10% Imidacloprid/4.5% Flumethrin Plos One, 8(#issue#),  #Pages#",thomas.rosendal,,4,,2,Italy,2011,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,sandflies,,Young,"Convenience sampling",,"animal / individual",,61,,,Control,"No treatment",,"CONTROL - no treatment/only supportive treatment",,,,,,,,,,,,,,,,"Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"used promastigostes of L infantum zymodeme MON1 as antigen.  Samples scored positve when membrane fluorescence with promastigotes could be observed using a cut-off dilution of 1:80",Antibody,,150,,0,,53,1,52,8,"individuals (animals or vectors)",,,,,,,,,
9770," Domenico Otranto, Filipe Dantas-Torres, Donato de Caprariis, Giancarlo Di Paola, Viviana D. Tarallo, Maria S. Latrofa, Riccardo P. Lia, Giada Annoscia, Edward B. Breitshwerdt, Cinzia Cantacessi, Gioia Capelli, Dorothee Stanneck (2013).  Prevention of Canine Leishmaniosis in a Hyper-Endemic Area Using a Combination of 10% Imidacloprid/4.5% Flumethrin Plos One, 8(#issue#),  #Pages#",thomas.rosendal,,4,,2,Italy,2011,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,sandflies,,Young,"Convenience sampling",,"animal / individual",,61,,,Control,"No treatment",,"CONTROL - no treatment/only supportive treatment",,,,,,,,,,,,,,,,"Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"used promastigostes of L infantum zymodeme MON1 as antigen.  Samples scored positve when membrane fluorescence with promastigotes could be observed using a cut-off dilution of 1:80",Antibody,,210,,0,,52,10,42,9,"individuals (animals or vectors)",,,,,,,,,
9770," Domenico Otranto, Filipe Dantas-Torres, Donato de Caprariis, Giancarlo Di Paola, Viviana D. Tarallo, Maria S. Latrofa, Riccardo P. Lia, Giada Annoscia, Edward B. Breitshwerdt, Cinzia Cantacessi, Gioia Capelli, Dorothee Stanneck (2013).  Prevention of Canine Leishmaniosis in a Hyper-Endemic Area Using a Combination of 10% Imidacloprid/4.5% Flumethrin Plos One, 8(#issue#),  #Pages#",thomas.rosendal,,4,,2,Italy,2011,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,sandflies,,Young,"Convenience sampling",,"animal / individual",,61,,,Control,"No treatment",,"CONTROL - no treatment/only supportive treatment",,,,,,,,,,,,,,,,"Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"used promastigostes of L infantum zymodeme MON1 as antigen.  Samples scored positve when membrane fluorescence with promastigotes could be observed using a cut-off dilution of 1:80",Antibody,,365,,0,,51,10,41,10,"individuals (animals or vectors)",,,,,,,,,
9770," Domenico Otranto, Filipe Dantas-Torres, Donato de Caprariis, Giancarlo Di Paola, Viviana D. Tarallo, Maria S. Latrofa, Riccardo P. Lia, Giada Annoscia, Edward B. Breitshwerdt, Cinzia Cantacessi, Gioia Capelli, Dorothee Stanneck (2013).  Prevention of Canine Leishmaniosis in a Hyper-Endemic Area Using a Combination of 10% Imidacloprid/4.5% Flumethrin Plos One, 8(#issue#),  #Pages#",thomas.rosendal,,4,,1,Italy,2011,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,sandflies,,Young,"Convenience sampling",,"animal / individual",,63,"External use - collar/ear tag",,"Insecticide treatment","10% imidacloprid and 4.5% flumethrin",,imidacloprid,,flumethrin,10,4.5,1,,,,1,,,,,,,"Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"used promastigostes of L infantum zymodeme MON1 as antigen.  Samples scored positve when membrane fluorescence with promastigotes could be observed using a cut-off dilution of 1:80",Antibody,,365,,0,,312,0,312,1,"individuals (animals or vectors)",,,,,,,,,
9770," Domenico Otranto, Filipe Dantas-Torres, Donato de Caprariis, Giancarlo Di Paola, Viviana D. Tarallo, Maria S. Latrofa, Riccardo P. Lia, Giada Annoscia, Edward B. Breitshwerdt, Cinzia Cantacessi, Gioia Capelli, Dorothee Stanneck (2013).  Prevention of Canine Leishmaniosis in a Hyper-Endemic Area Using a Combination of 10% Imidacloprid/4.5% Flumethrin Plos One, 8(#issue#),  #Pages#",thomas.rosendal,,4,,1,Italy,2011,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,sandflies,,Young,"Convenience sampling",,"animal / individual",,63,"External use - collar/ear tag",,"Insecticide treatment","10% imidacloprid and 4.5% flumethrin",,imidacloprid,,flumethrin,10,4.5,1,,,,1,,,,,,,"Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"used promastigostes of L infantum zymodeme MON1 as antigen.  Samples scored positve when membrane fluorescence with promastigotes could be observed using a cut-off dilution of 1:80",Antibody,,210,,0,,62,0,62,1,"individuals (animals or vectors)",,,,,,,,,
9770," Domenico Otranto, Filipe Dantas-Torres, Donato de Caprariis, Giancarlo Di Paola, Viviana D. Tarallo, Maria S. Latrofa, Riccardo P. Lia, Giada Annoscia, Edward B. Breitshwerdt, Cinzia Cantacessi, Gioia Capelli, Dorothee Stanneck (2013).  Prevention of Canine Leishmaniosis in a Hyper-Endemic Area Using a Combination of 10% Imidacloprid/4.5% Flumethrin Plos One, 8(#issue#),  #Pages#",thomas.rosendal,,4,,1,Italy,2011,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,sandflies,,Young,"Convenience sampling",,"animal / individual",,63,"External use - collar/ear tag",,"Insecticide treatment","10% imidacloprid and 4.5% flumethrin",,imidacloprid,,flumethrin,10,4.5,1,,,,1,,,,,,,"Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"used promastigostes of L infantum zymodeme MON1 as antigen.  Samples scored positve when membrane fluorescence with promastigotes could be observed using a cut-off dilution of 1:80",Antibody,,150,,0,,62,0,62,1,"individuals (animals or vectors)",,,,,,,,,
9770," Domenico Otranto, Filipe Dantas-Torres, Donato de Caprariis, Giancarlo Di Paola, Viviana D. Tarallo, Maria S. Latrofa, Riccardo P. Lia, Giada Annoscia, Edward B. Breitshwerdt, Cinzia Cantacessi, Gioia Capelli, Dorothee Stanneck (2013).  Prevention of Canine Leishmaniosis in a Hyper-Endemic Area Using a Combination of 10% Imidacloprid/4.5% Flumethrin Plos One, 8(#issue#),  #Pages#",thomas.rosendal,,4,,1,Italy,2011,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,sandflies,,Young,"Convenience sampling",,"animal / individual",,63,"External use - collar/ear tag",,"Insecticide treatment","10% imidacloprid and 4.5% flumethrin",,imidacloprid,,flumethrin,10,4.5,1,,,,1,,,,,,,"Animal blood",,"Indirect Immunofluorescence Antibody test (IFAT)",,"used promastigostes of L infantum zymodeme MON1 as antigen.  Samples scored positve when membrane fluorescence with promastigotes could be observed using a cut-off dilution of 1:80",Antibody,,365,,0,,62,0,62,1,"individuals (animals or vectors)",,,,,,,,,
10064," Sydnei M. da Silva, Izabela F. G. Amorim, Raul R. Ribeiro, Erly G. Azevedo, Cynthia Demicheli, Maria N. Melo, Wagner L. Tafuri, Nelder F. Gontijo, Marilene S. M. Michalick, Frederic Frezard (2012).  Efficacy of Combined Therapy with Liposome-Encapsulated Meglumine Antimoniate and Allopurinol in Treatment of Canine Visceral Leishmaniasis Antimicrobial Agents and Chemotherapy, 56(#issue#),  2858-2867",ann.lindberg,,4,,1,Brazil,,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,,,,"animal / individual",,8,MULTIPLE,,"Pharmaceutical treatment","allopurinol + liposomal formulation of meglumine antimoniate",,allopurinol,,"meglumine antimoniate",,,6,,4,,6.5,,mg/kg,,,,"six
doses of LMA (6.5 mg Sb/kg of body weight/dose) given at 4-day intervals
and allopurinol (20 mg/kg of body weight/24 h per os) for 140 days starting
from the first dose of LMA","Blood serum (as part-nature)",,"Not applicable",,"multiple (see outcomes)",,,200,,,,8,,4,,,,,,,,,"animal was considered cured if (i) absence of parasites in bone marrow aspirate culture, (ii) negative results for parasitological evaluations by qPCR of bone marrow, spleen, liver, and ear skin, and (iii) negative results in xenodiagnosis",,
10064," Sydnei M. da Silva, Izabela F. G. Amorim, Raul R. Ribeiro, Erly G. Azevedo, Cynthia Demicheli, Maria N. Melo, Wagner L. Tafuri, Nelder F. Gontijo, Marilene S. M. Michalick, Frederic Frezard (2012).  Efficacy of Combined Therapy with Liposome-Encapsulated Meglumine Antimoniate and Allopurinol in Treatment of Canine Visceral Leishmaniasis Antimicrobial Agents and Chemotherapy, 56(#issue#),  2858-2867",ann.lindberg,,4,,1,Brazil,,"Leishmania infantum",,,,,"Dog (Canis lupus familiaris)",,,,,,,"animal / individual",,8,MULTIPLE,,"Pharmaceutical treatment","allopurinol + liposomal formulation of meglumine antimoniate",,allopurinol,,"meglumine antimoniate",,,6,,4,,6.5,,mg/kg,,,,"six
doses of LMA (6.5 mg Sb/kg of body weight/dose) given at 4-day intervals
and allopurinol (20 mg/kg of body weight/24 h per os) for 140 days starting
from the first dose of LMA",Vector,,"Not applicable",,,,,200,,,,,,,,,1,,,,,,"efficacy= 1- Proportions of infected Lutzomyia longipalpis females in relation to total numbers of insects dissected 5 days after their blood meal on each experimental group of dogs",,
