"Refid","Bibliography","Author","Title","Abstract","Year","User","Level","agent
Causative agent of vector borne diseases","sampCountry
Country where study was performed","sampCountry
Country where study was performed_comment","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed","studyTargetSpecies
Description of the sample. Where result relates to environmental samples this field can be left blank but sampledMatrix should be completed_comment"
1088," Authority European Food Safety, et al. 2015. "," Authority European Food Safety, Prevention European Centre for Disease,Control","The European Union summary report on trends and sources of zoonoses, zoonotic agents and food-borne outbreaks in 2014","This report of the European Food Safety Authority and the European Centre for Disease Prevention and Control presents the results of the zoonoses monitoring activities carried out in 2014 in 32 European countries (28 Member States (MS) and four non-MS). Campylobacteriosis was the most commonly reported zoonosis with an increase in confirmed human cases in the European Union (EU) since 2008. In food the occurrence of Campylobacter remained high in broiler meat. The decreasing EU trend for confirmed human salmonellosis cases since 2008 continued. More human Salmonella Enteritidis cases were reported whereas the S. Stanley cases remained, as in 2013, at a higher level compared with 2011–2012. Most MS met their Salmonella reduction targets for poultry but isolates of S. Infantis increased at EU level. In foodstuffs, the EU-level Salmonella non-compliance in fresh and processed poultry meat was rare and low, respectively. The numbers of human listeriosis cases further increased, since 2008. In ready-to-eat foods Listeria seldom exceeded the EU food safety limit. The decreasing EU trend for confirmed yersiniosis cases since 2008 continued. Positive findings for Yersinia were mainly reported in pig meat and products thereof. The number of confirmed verocytotoxigenic Escherichia coli (VTEC) infections in humans slightly decreased compared with 2013. VTEC was reported from food and animals. A total of 5,251 food-borne outbreaks, including water-borne outbreaks, were reported. Most food-borne outbreaks were caused by viruses, followed by Salmonella, bacterial toxins and Campylobacter and with unknown causative agent in 29.1% of all outbreaks. Important food vehicles in strong-evidence food-borne outbreaks were ‘eggs and egg products’, followed by ‘mixed food’ and ‘crustaceans, shellfish, molluscs and products thereof’. The report further summarises trends and sources along the food chain of tuberculosis due to Mycobacterium bovis, Brucella, Trichinella, Echinococcus, Toxoplasma, rabies, Coxiella burnetii (Q fever), West Nile virus and tularaemia.",2015,Edoardo.CARNESECCHI,3,"West Nile virus",Italy,,"Asses (Equus africanus asinus)",
1088," Authority European Food Safety, et al. 2015. "," Authority European Food Safety, Prevention European Centre for Disease,Control","The European Union summary report on trends and sources of zoonoses, zoonotic agents and food-borne outbreaks in 2014","This report of the European Food Safety Authority and the European Centre for Disease Prevention and Control presents the results of the zoonoses monitoring activities carried out in 2014 in 32 European countries (28 Member States (MS) and four non-MS). Campylobacteriosis was the most commonly reported zoonosis with an increase in confirmed human cases in the European Union (EU) since 2008. In food the occurrence of Campylobacter remained high in broiler meat. The decreasing EU trend for confirmed human salmonellosis cases since 2008 continued. More human Salmonella Enteritidis cases were reported whereas the S. Stanley cases remained, as in 2013, at a higher level compared with 2011–2012. Most MS met their Salmonella reduction targets for poultry but isolates of S. Infantis increased at EU level. In foodstuffs, the EU-level Salmonella non-compliance in fresh and processed poultry meat was rare and low, respectively. The numbers of human listeriosis cases further increased, since 2008. In ready-to-eat foods Listeria seldom exceeded the EU food safety limit. The decreasing EU trend for confirmed yersiniosis cases since 2008 continued. Positive findings for Yersinia were mainly reported in pig meat and products thereof. The number of confirmed verocytotoxigenic Escherichia coli (VTEC) infections in humans slightly decreased compared with 2013. VTEC was reported from food and animals. A total of 5,251 food-borne outbreaks, including water-borne outbreaks, were reported. Most food-borne outbreaks were caused by viruses, followed by Salmonella, bacterial toxins and Campylobacter and with unknown causative agent in 29.1% of all outbreaks. Important food vehicles in strong-evidence food-borne outbreaks were ‘eggs and egg products’, followed by ‘mixed food’ and ‘crustaceans, shellfish, molluscs and products thereof’. The report further summarises trends and sources along the food chain of tuberculosis due to Mycobacterium bovis, Brucella, Trichinella, Echinococcus, Toxoplasma, rabies, Coxiella burnetii (Q fever), West Nile virus and tularaemia.",2015,Edoardo.CARNESECCHI,3,"West Nile virus",Italy,,"Horse (Equus ferus caballus)",
1088," Authority European Food Safety, et al. 2015. "," Authority European Food Safety, Prevention European Centre for Disease,Control","The European Union summary report on trends and sources of zoonoses, zoonotic agents and food-borne outbreaks in 2014","This report of the European Food Safety Authority and the European Centre for Disease Prevention and Control presents the results of the zoonoses monitoring activities carried out in 2014 in 32 European countries (28 Member States (MS) and four non-MS). Campylobacteriosis was the most commonly reported zoonosis with an increase in confirmed human cases in the European Union (EU) since 2008. In food the occurrence of Campylobacter remained high in broiler meat. The decreasing EU trend for confirmed human salmonellosis cases since 2008 continued. More human Salmonella Enteritidis cases were reported whereas the S. Stanley cases remained, as in 2013, at a higher level compared with 2011–2012. Most MS met their Salmonella reduction targets for poultry but isolates of S. Infantis increased at EU level. In foodstuffs, the EU-level Salmonella non-compliance in fresh and processed poultry meat was rare and low, respectively. The numbers of human listeriosis cases further increased, since 2008. In ready-to-eat foods Listeria seldom exceeded the EU food safety limit. The decreasing EU trend for confirmed yersiniosis cases since 2008 continued. Positive findings for Yersinia were mainly reported in pig meat and products thereof. The number of confirmed verocytotoxigenic Escherichia coli (VTEC) infections in humans slightly decreased compared with 2013. VTEC was reported from food and animals. A total of 5,251 food-borne outbreaks, including water-borne outbreaks, were reported. Most food-borne outbreaks were caused by viruses, followed by Salmonella, bacterial toxins and Campylobacter and with unknown causative agent in 29.1% of all outbreaks. Important food vehicles in strong-evidence food-borne outbreaks were ‘eggs and egg products’, followed by ‘mixed food’ and ‘crustaceans, shellfish, molluscs and products thereof’. The report further summarises trends and sources along the food chain of tuberculosis due to Mycobacterium bovis, Brucella, Trichinella, Echinococcus, Toxoplasma, rabies, Coxiella burnetii (Q fever), West Nile virus and tularaemia.",2015,Edoardo.CARNESECCHI,3,"West Nile virus",Latvia,,"Horse (Equus ferus caballus)",
1088," Authority European Food Safety, et al. 2015. "," Authority European Food Safety, Prevention European Centre for Disease,Control","The European Union summary report on trends and sources of zoonoses, zoonotic agents and food-borne outbreaks in 2014","This report of the European Food Safety Authority and the European Centre for Disease Prevention and Control presents the results of the zoonoses monitoring activities carried out in 2014 in 32 European countries (28 Member States (MS) and four non-MS). Campylobacteriosis was the most commonly reported zoonosis with an increase in confirmed human cases in the European Union (EU) since 2008. In food the occurrence of Campylobacter remained high in broiler meat. The decreasing EU trend for confirmed human salmonellosis cases since 2008 continued. More human Salmonella Enteritidis cases were reported whereas the S. Stanley cases remained, as in 2013, at a higher level compared with 2011–2012. Most MS met their Salmonella reduction targets for poultry but isolates of S. Infantis increased at EU level. In foodstuffs, the EU-level Salmonella non-compliance in fresh and processed poultry meat was rare and low, respectively. The numbers of human listeriosis cases further increased, since 2008. In ready-to-eat foods Listeria seldom exceeded the EU food safety limit. The decreasing EU trend for confirmed yersiniosis cases since 2008 continued. Positive findings for Yersinia were mainly reported in pig meat and products thereof. The number of confirmed verocytotoxigenic Escherichia coli (VTEC) infections in humans slightly decreased compared with 2013. VTEC was reported from food and animals. A total of 5,251 food-borne outbreaks, including water-borne outbreaks, were reported. Most food-borne outbreaks were caused by viruses, followed by Salmonella, bacterial toxins and Campylobacter and with unknown causative agent in 29.1% of all outbreaks. Important food vehicles in strong-evidence food-borne outbreaks were ‘eggs and egg products’, followed by ‘mixed food’ and ‘crustaceans, shellfish, molluscs and products thereof’. The report further summarises trends and sources along the food chain of tuberculosis due to Mycobacterium bovis, Brucella, Trichinella, Echinococcus, Toxoplasma, rabies, Coxiella burnetii (Q fever), West Nile virus and tularaemia.",2015,Edoardo.CARNESECCHI,3,"West Nile virus",Italy,,"Equines (Equus)",
1088," Authority European Food Safety, et al. 2015. "," Authority European Food Safety, Prevention European Centre for Disease,Control","The European Union summary report on trends and sources of zoonoses, zoonotic agents and food-borne outbreaks in 2014","This report of the European Food Safety Authority and the European Centre for Disease Prevention and Control presents the results of the zoonoses monitoring activities carried out in 2014 in 32 European countries (28 Member States (MS) and four non-MS). Campylobacteriosis was the most commonly reported zoonosis with an increase in confirmed human cases in the European Union (EU) since 2008. In food the occurrence of Campylobacter remained high in broiler meat. The decreasing EU trend for confirmed human salmonellosis cases since 2008 continued. More human Salmonella Enteritidis cases were reported whereas the S. Stanley cases remained, as in 2013, at a higher level compared with 2011–2012. Most MS met their Salmonella reduction targets for poultry but isolates of S. Infantis increased at EU level. In foodstuffs, the EU-level Salmonella non-compliance in fresh and processed poultry meat was rare and low, respectively. The numbers of human listeriosis cases further increased, since 2008. In ready-to-eat foods Listeria seldom exceeded the EU food safety limit. The decreasing EU trend for confirmed yersiniosis cases since 2008 continued. Positive findings for Yersinia were mainly reported in pig meat and products thereof. The number of confirmed verocytotoxigenic Escherichia coli (VTEC) infections in humans slightly decreased compared with 2013. VTEC was reported from food and animals. A total of 5,251 food-borne outbreaks, including water-borne outbreaks, were reported. Most food-borne outbreaks were caused by viruses, followed by Salmonella, bacterial toxins and Campylobacter and with unknown causative agent in 29.1% of all outbreaks. Important food vehicles in strong-evidence food-borne outbreaks were ‘eggs and egg products’, followed by ‘mixed food’ and ‘crustaceans, shellfish, molluscs and products thereof’. The report further summarises trends and sources along the food chain of tuberculosis due to Mycobacterium bovis, Brucella, Trichinella, Echinococcus, Toxoplasma, rabies, Coxiella burnetii (Q fever), West Nile virus and tularaemia.",2015,Edoardo.CARNESECCHI,3,"West Nile virus",Romania,,"Horse (Equus ferus caballus)",
1088," Authority European Food Safety, et al. 2015. "," Authority European Food Safety, Prevention European Centre for Disease,Control","The European Union summary report on trends and sources of zoonoses, zoonotic agents and food-borne outbreaks in 2014","This report of the European Food Safety Authority and the European Centre for Disease Prevention and Control presents the results of the zoonoses monitoring activities carried out in 2014 in 32 European countries (28 Member States (MS) and four non-MS). Campylobacteriosis was the most commonly reported zoonosis with an increase in confirmed human cases in the European Union (EU) since 2008. In food the occurrence of Campylobacter remained high in broiler meat. The decreasing EU trend for confirmed human salmonellosis cases since 2008 continued. More human Salmonella Enteritidis cases were reported whereas the S. Stanley cases remained, as in 2013, at a higher level compared with 2011–2012. Most MS met their Salmonella reduction targets for poultry but isolates of S. Infantis increased at EU level. In foodstuffs, the EU-level Salmonella non-compliance in fresh and processed poultry meat was rare and low, respectively. The numbers of human listeriosis cases further increased, since 2008. In ready-to-eat foods Listeria seldom exceeded the EU food safety limit. The decreasing EU trend for confirmed yersiniosis cases since 2008 continued. Positive findings for Yersinia were mainly reported in pig meat and products thereof. The number of confirmed verocytotoxigenic Escherichia coli (VTEC) infections in humans slightly decreased compared with 2013. VTEC was reported from food and animals. A total of 5,251 food-borne outbreaks, including water-borne outbreaks, were reported. Most food-borne outbreaks were caused by viruses, followed by Salmonella, bacterial toxins and Campylobacter and with unknown causative agent in 29.1% of all outbreaks. Important food vehicles in strong-evidence food-borne outbreaks were ‘eggs and egg products’, followed by ‘mixed food’ and ‘crustaceans, shellfish, molluscs and products thereof’. The report further summarises trends and sources along the food chain of tuberculosis due to Mycobacterium bovis, Brucella, Trichinella, Echinococcus, Toxoplasma, rabies, Coxiella burnetii (Q fever), West Nile virus and tularaemia.",2015,Edoardo.CARNESECCHI,3,"West Nile virus",Slovakia,,"Horse (Equus ferus caballus)",
1088," Authority European Food Safety, et al. 2015. "," Authority European Food Safety, Prevention European Centre for Disease,Control","The European Union summary report on trends and sources of zoonoses, zoonotic agents and food-borne outbreaks in 2014","This report of the European Food Safety Authority and the European Centre for Disease Prevention and Control presents the results of the zoonoses monitoring activities carried out in 2014 in 32 European countries (28 Member States (MS) and four non-MS). Campylobacteriosis was the most commonly reported zoonosis with an increase in confirmed human cases in the European Union (EU) since 2008. In food the occurrence of Campylobacter remained high in broiler meat. The decreasing EU trend for confirmed human salmonellosis cases since 2008 continued. More human Salmonella Enteritidis cases were reported whereas the S. Stanley cases remained, as in 2013, at a higher level compared with 2011–2012. Most MS met their Salmonella reduction targets for poultry but isolates of S. Infantis increased at EU level. In foodstuffs, the EU-level Salmonella non-compliance in fresh and processed poultry meat was rare and low, respectively. The numbers of human listeriosis cases further increased, since 2008. In ready-to-eat foods Listeria seldom exceeded the EU food safety limit. The decreasing EU trend for confirmed yersiniosis cases since 2008 continued. Positive findings for Yersinia were mainly reported in pig meat and products thereof. The number of confirmed verocytotoxigenic Escherichia coli (VTEC) infections in humans slightly decreased compared with 2013. VTEC was reported from food and animals. A total of 5,251 food-borne outbreaks, including water-borne outbreaks, were reported. Most food-borne outbreaks were caused by viruses, followed by Salmonella, bacterial toxins and Campylobacter and with unknown causative agent in 29.1% of all outbreaks. Important food vehicles in strong-evidence food-borne outbreaks were ‘eggs and egg products’, followed by ‘mixed food’ and ‘crustaceans, shellfish, molluscs and products thereof’. The report further summarises trends and sources along the food chain of tuberculosis due to Mycobacterium bovis, Brucella, Trichinella, Echinococcus, Toxoplasma, rabies, Coxiella burnetii (Q fever), West Nile virus and tularaemia.",2015,Edoardo.CARNESECCHI,3,"West Nile virus",Spain,,"Horse (Equus ferus caballus)",
1088," Authority European Food Safety, et al. 2015. "," Authority European Food Safety, Prevention European Centre for Disease,Control","The European Union summary report on trends and sources of zoonoses, zoonotic agents and food-borne outbreaks in 2014","This report of the European Food Safety Authority and the European Centre for Disease Prevention and Control presents the results of the zoonoses monitoring activities carried out in 2014 in 32 European countries (28 Member States (MS) and four non-MS). Campylobacteriosis was the most commonly reported zoonosis with an increase in confirmed human cases in the European Union (EU) since 2008. In food the occurrence of Campylobacter remained high in broiler meat. The decreasing EU trend for confirmed human salmonellosis cases since 2008 continued. More human Salmonella Enteritidis cases were reported whereas the S. Stanley cases remained, as in 2013, at a higher level compared with 2011–2012. Most MS met their Salmonella reduction targets for poultry but isolates of S. Infantis increased at EU level. In foodstuffs, the EU-level Salmonella non-compliance in fresh and processed poultry meat was rare and low, respectively. The numbers of human listeriosis cases further increased, since 2008. In ready-to-eat foods Listeria seldom exceeded the EU food safety limit. The decreasing EU trend for confirmed yersiniosis cases since 2008 continued. Positive findings for Yersinia were mainly reported in pig meat and products thereof. The number of confirmed verocytotoxigenic Escherichia coli (VTEC) infections in humans slightly decreased compared with 2013. VTEC was reported from food and animals. A total of 5,251 food-borne outbreaks, including water-borne outbreaks, were reported. Most food-borne outbreaks were caused by viruses, followed by Salmonella, bacterial toxins and Campylobacter and with unknown causative agent in 29.1% of all outbreaks. Important food vehicles in strong-evidence food-borne outbreaks were ‘eggs and egg products’, followed by ‘mixed food’ and ‘crustaceans, shellfish, molluscs and products thereof’. The report further summarises trends and sources along the food chain of tuberculosis due to Mycobacterium bovis, Brucella, Trichinella, Echinococcus, Toxoplasma, rabies, Coxiella burnetii (Q fever), West Nile virus and tularaemia.",2015,Edoardo.CARNESECCHI,3,"West Nile virus","United Kingdom",,"Horse (Equus ferus caballus)",
80028," Singh K, et al. 2017. "," K. Singh, H. Singh, N.K. Singh, N. Kashyap, N.K. Sood, S.S. Rath","Molecular prevalence, risk factors assessment and haemato-biochemical alterations in hepatozoonosis in dogs from Punjab, India","Hepatozoonosis caused by Hepatozoon canis is an important tick-borne disease of dogs in tropical and sub-tropical regions throughout the world. In the present study evaluation of blood samples collected from 225 dogs presented at Small Animal Clinics, GADVASU, Ludhiana, Punjab (India) was done for the presence of H. canis by PCR based assay targeting a portion of 18S rRNA gene. Of the total samples subjected to PCR, an amplicon of 666 bp was detected in 13.78% samples whereas, routine blood smear examination revealed gamonts in 5.78% samples. Furthermore, prevalence of H. canis infection was found to be significantly associated with season, being highest in summer and lowest in winter while other risk factors e.g. age, sex and breed showed non-significant association. In terms of various clinico-pathological parameters, significant drop in haemoglobin, total red blood cell count, packed cell volume and lymphocytes were recorded in positive cases whereas the total white blood cell count was non-significantly increased. The haematological alterations in the positive cases were lymphopenia, anaemia, thrombocytopenia, relative neutrophilia, neutrophilic leucocytosis, eosinophilia, monocytosis and lymphocytosis while the biochemical profile revealed hypoproteinemia and increased levels of blood urea nitrogen and creatinine (in positive cases) pointing towards renal failure. © 2017 Elsevier Ltd",2017,Paul.Gale,3,"Hepatozoon canis",India,,"Dog (Canis lupus familiaris)",
80033," Aroch I, et al. 2017. "," I. Aroch, R. Ofri, G. Baneth","Concurrent epistaxis, retinal bleeding and hypercoagulability in dog with visceral leishmaniosis","Canine visceral leishmaniosis (CVL) caused by Leishmania infantum is a common endemic zoonotic disease in the Middle East, including Israel. The common clinical signs, include, among others, ocular lesions and epistaxis. This report describes a case of CVL in a Boxer dog, which was presented to the hospital due to severe epistaxis, retinal hemorrhage, detachment and uveitis. The platelet count and platelet-crit were increased, and the clotting times were normal. Thromboelastometry demonstrated marked hypercoagulability. The bleeding tendency in this dog was therefore present concurrently with a hypercoagulable state and was likely a result of vasculitis secondary to circulating immune complex (CIC) deposition, which probably interfered with the platelet-vascular endothelium interactions. The dog improved with systemic prednisone and allopurinol therapy, as well as topical ophthalmic treatment. No bleeding episodes were noted from the time treatment was initiated. Nevertheless, the dog remained hypercoagulable during the follow-up period. Epistaxis and retinal hemorrhages in dogs with CVL may result from platelet dysfunction and thrombocytopenia, as previously reported. Nevertheless, based on the present findings, we suggest that in a subset of such cases, when thrombocytopenia is absent and hypercoagulability is demonstrated, bleeding may occur secondary to vasculitis. Thromboelastomety is therefore indicated in dogs with CVL, even in cases showing a bleeding tendency. © 2017, Israel Veterinary Medical Association. All rights reserved.",2017,Paul.Gale,3,"Leishmania infantum",Israel,,"Dog (Canis lupus familiaris)",
80034," Carslake RJ, et al. 2017. "," R.J. Carslake, K.E. Hill, K. Sjölander, S.F. Hii, D. Prattley, E. Acke","Cross-sectional survey of health management and prevalence of vector-borne diseases, endoparasites and ectoparasites in Samoan dogs","Objective: To determine the prevalence of selected canine vector-borne diseases (Leishmania infantum, Anaplasma spp., Ehrlichia canis, Borrelia burgdorferi and Dirofilaria immitis) and endo- and ectoparasites in Samoan dogs presenting for surgical sterilisation and to report on the general health management of the dogs. Methods: This study was a prospective serological cross-sectional survey. Management data were obtained for 242 dogs by interview with their owners. Blood samples were collected from 237 dogs and screened for the canine vector-borne diseases using point-of-care qualitative ELISA assays. Anaplasma spp. positive samples were screened by PCR and sequenced for species identification. Rectal faecal samples were collected from 204 dogs for faecal flotation and immunofluorescent antibody tests were performed for Giardia and Cryptosporidium spp. on a subset of 93 faecal samples. The skin and coat of 221 dogs were examined for presence of ectoparasites. Results: The D. immitis antigen was detected in 46.8% (111/237) of dogs. Seroprevalence of Anaplasma spp. was 8.4% (20/237); A. platys was confirmed by PCR. Prevalence of hookworm was 92.6% (185/205) and Giardia was 29.0% (27/93). Ectoparasites were detected on 210/221 (95.0%) of dogs examined and 228/242 dogs (94.2%) had previously never received any preventative medication. Conclusions: There was a very high prevalence of D. immitis, hookworm and external parasites in Samoan dogs, and prophylactic medication is rarely administered. This is the first report confirming A. platys in Samoa and the South Pacific islands. The public health implications of poor management of the dogs should be considered and investigated further. © 2017 Australian Veterinary Association",2017,Paul.Gale,3,"Leishmania infantum",Samoa,,"Dog (Canis lupus familiaris)",
80035," Toepp AJ, et al. 2017. "," A.J. Toepp, R.G. Schaut, B.D. Scott, D. Mathur, A.J. Berens, C.A. Petersen","Leishmania incidence and prevalence in U.S. hunting hounds maintained via vertical transmission","Leishmania is the causative agent of leishmaniasis, a deadly protozoan disease which affects over 1 million people each year. Autochthonous cases of canine leishmaniasis are generally associated with tropical and subtropical climatic zones. However, in 1999, U.S. hunting dogs were found to have leishmaniasis with no history of travel outside the country. Transmission of this disease was found to be primarily vertical. In endemic areas, dogs are a dominant domestic reservoir host for Leishmania infantum. This study evaluated L. infantum infection prevalence and incidence within US dogs tested over a nine-year span (2007–2015). This investigation used both passive and active surveillance, following an initial outbreak investigation by the Centers for Disease Control. L. infantum infection incidence and prevalence over time and across regions were examined to evaluate whether transmission was sufficient to maintain ongoing infection within this population. These studies also established whether this disease is becoming more or less prominent within this reservoir host, dogs. There was no significant difference between prevalence and incidence rates via as measured by passive vs. active surveillance. Although due to fluctuations in sample submission there were significant changes in both incidence and prevalence of L. infantum in US hunting dogs over this nine year span, these differences were not outside of the interquartile range and therefore there is likely to be a steady-state of transmission within U.S. dogs. Based on these findings, if vertical transmission is the primary means of L. infantum spread in U.S. dogs, with appropriate husbandry and infection control procedures, elimination of L. infantum from US dogs could be possible. © 2017 Elsevier B.V.",2017,Paul.Gale,3,"Leishmania infantum","United States",,"Dog (Canis lupus familiaris)",
80037," Helel KB, et al. 2017. "," K.B. Helel, M.B. Rejeb, Z. Habboul, N. Khattat, H. Mejaouel, H. Said-Latiri, B. Kaabi, E. Zhioua","Risk factors for mortality of children with zoonotic visceral leishmaniasis in Central Tunisia","Background Zoonotic visceral leishmaniasis (ZVL) caused by Leishmania infantum is endemic with an epidemiological profile of a paediatric disease in Tunisia. In the context of a high fatality rate, identifying risk factors for in-hospital mortality in children treated for ZVL is of major epidemiological importance. Design A retrospective (case-control) study included 230 immuno-competent children diagnosed and confirmed with primary ZVL in the paediatric department of the University Hospital of Kairouan between 2004 and 2014. Forty-seven per cent (47%) were children under 18 months of age, and with a male / female ratio of 1.01:1. Results The overall case-fatality was 6% (n = 14). The risk factors for in-hospital death identified by a multivariate analysis were: bleeding at admission (OR = 25.5, 95% CI: 2.26–287.4; p = 0.009), white cell count less than 4000/mm3 (OR = 5.66, 95% CI: 1.16–27.6; p = 0.032), cytolysis (OR = 28.13, 95% CI: 4.55–173.6; p &lt; 0.001), and delay between onset of symptoms and admission 15 days (OR = 11, 95% CI: 1.68–72; p = 0.012). Conclusion The results strongly suggest that paediatric patients admitted 15 days after onset of symptoms, with bleeding, white cell counts below 4,000/mm3, and cytolysis at admission should be considered severe cases and subsequently, they are at high risk of mortality. A better understanding of factors associated with death of children from ZVL may contribute to decrease mortality. © 2017 Ben Helel et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2017,Paul.Gale,3,"Leishmania infantum",Tunisia,,"Human (homo sapiens)",
80039," Soccol VT, et al. 2017. "," V.T. Soccol, A.K.S. Pasquali, E.M. Pozzolo, A. De Souza Leandro, L. Chiyo, R.A. Baggio, M.S. Michaliszyn, C. Silva, P.H. Cubas, R. Peterlle, O.L. De Souza Paz, I.L. Belmonte, A. Bisetto","More than the eyes can see: The worrying scenario of canine leishmaniasis in the Brazilian side of the triple border","A cross-sectional epidemiological study in the extreme-west of the state of Paraná was carried out to access the prevalence, distribution, and risk variables of canine Visceral Leishmaniases (cVL). This study was conducted in three areas, two cities of far west of Parana state: Foz do Iguaçu (FI) and Santa Terezinha de Itaipu (STI), and along two transects between these two municipalities. To sample the entire urban area, the cities (FI and STI) were divided into a grid of squares of 400 m2 (patch). Among the 526 patches, 123 in FI, 40 in the transects and 33 in STI were selected according to the 'worst scenario' criterion. In the transect areas, in each 0.86 km five dogs from houses were surveyed to leishmaniasis. In each patch, blood of five dogs from houses (and from neighborhood when necessary) in the areas that seemed to be the most appropriate for the proliferation of vector were surveyed. The infection of the dogs by cVL were assessed using two serological tests were used (cELISA and TR-DPP®), and, for those seropositive for both methods, the PCR method were used. Moreover, dogs presenting clinical signs or cutaneous lesions were sampled to PCR. The identification of Leishmania species was confirmed using PCR-RFLP followed by DNA sequencing. Micro, meso and macro scale environmental variables were also surveyed and statistically analyzed. The prevalence rate Leishmania infantum was 23.8% in FI, 4.7% in STI and 9.1% in the transects areas. Among the extrinsic variables analysed, the number of vectors and the presence of infected dogs in neighbouring were positively correlated with the occurrence of infected dogs. Dog size was positively correlated with cVL infection, while the quality of the dog's nutrition affected cVL negatively. As for cutaneous leishmaniasis (CL), the first registry of dogs infected with L. braziliensis in the region shows that there is potential for transmission in peri-urban areas, since environmental conditions allow the proliferation of vectors capable of transmitting this species of parasite. cVL is widely spread in FI, with high prevalence. This supports the hypothesis that the parasite has been present in the region for longer than previously believed, despite the fact that the presence of leishmaniais in the region has only been recognized recently. It is important to control the population of dogs infected with L. infantum (parasite and non-antibodies) to prevent the spread of the disease to other dogs and also to people in the region. © 2017 Thomaz Soccol et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",2017,Paul.Gale,3,"Leishmania infantum",Brazil,,"Dog (Canis lupus familiaris)",
80148," Kahime K, et al. 2017. "," K. Kahime, S. Boussaa, H. Nhammi, A. Boumezzough","Urbanization of human visceral leishmaniasis in Morocco","Human visceral leishmaniasis one of the seven most neglected tropical diseases in the world. In Morocco, HVL is widespread in all regions; but it is more common in the northern part with sporadic cases observed in the South. During the period between 2004 and 2013, the most affected Moroccan provinces were Taounate province, with 220 cases (16.09% of all cases), followed by Chefchaouen with 13.17% and Taza with 10.46% of the total cases. Children < 5 years old are the most affected age group, most cases registered were male. Geographic distribution of HVL showed predominance in rural areas but we noted that it's opening to be urban. © 2017 The Authors",2017,Paul.Gale,3,"Leishmania infantum",Morocco,,"Human (homo sapiens)",
80218," Kwon S-J, et al. 2017. "," S.-J. Kwon, Y.-H. Kim, H.-H. Oh, U.-S. Choi","First case of canine infection with Hepatozoon canis (Apicomplexa: Haemogregarinidae) in the Republic of Korea","This report describes a dog infected with Hepatozoon canis, the first canine infection in the Republic of Korea. A 2-year-old intact male Maltese dog presented with anorexia and depression. Physical examinations revealed mild dehydration and hyperthermia (39.8°C), and blood analysis showed pancytopenia. Diff-Quik staining of blood smear specimens showed the presence of ellipsoidal shaped structures (gamonts of H. canis) within a small number of neutrophils. Real-time PCR analysis using whole blood confirmed infection by H. canis. The clinical condition of the dog improved after symptomatic treatment and administration of doxycycline. Although a molecular epidemiologic survey in Korea showed H. canis infection of dogs, to our knowledge this is the first report of a dog infection in Korea molecularly shown to be H. canis. © 2017, Korean Society for Parasitology and Tropical Medicine.",2017,Paul.Gale,3,"Hepatozoon canis","Korea, Republic of",,"Dog (Canis lupus familiaris)",
80220," Pereira S, et al. 2017. "," S. Pereira, D. Pita-Pereira, T. Araujo-Pereira, C. Britto, T. Costa-Rego, J. Ferrolho, M. Vilhena, E.F. Rangel, M.L. Vilela, M.O. Afonso","First molecular detection of Leishmania infantum in Sergentomyia minuta (Diptera, Psychodidae) in Alentejo, southern Portugal","Protozoan parasites, such as Leishmania spp., are the causative agents of many insect-borne infectious diseases with medical and veterinary importance. Leishmaniasis, caused by Leishmania spp., is transmitted by female phlebotomine sand flies. In the Alentejo region of Portugal, located at the north of Algarve, cases of human and canine leishmaniasis caused by Leishmania infantum have been notified. However, no recent studies regarding the sand fly fauna in the region are available. We therefore aimed to explore the phlebotomine sand fly species found in both, Évora and Beja Districts, to gain an insight about the leishmaniasis epidemiology in these areas. After the identification of the insect species, PCR molecular tests were used to assess L. infantum infection rate in the sand fly captured females, together with the analysis of blood meal sources of the insect vectors. One Sergentomyia minuta female was positive for L. infantum infection and another for human blood as a meal source. The occurrence of this phlebotomine species infected with L. infantum may suggest that, in the Mediterranean basin, leishmaniasis epidemiology is changing. Also, if the importance of S. minuta for the zoonotic and anthroponotic cycle of leishmaniasis is later proven, the strategies to control its vector will inevitably to be rethought. © 2017 Elsevier B.V.",2017,Paul.Gale,3,"Leishmania infantum",Portugal,,Sand-flies,
